doc_id,class,class_name,text
doc00111,2,George W. Bush,"Almost 3 months ago, the United Nations Security Council gave Saddam Hussein his final chance to disarm. He has shown instead utter contempt for the United Nations and for the opinion of the world. The 108 U.N. inspectors were sent to conduct-; were not sent to conduct a scavenger hunt for hidden materials across a country the size of California. The job of the inspectors is to verify that Iraq's regime is disarming. It is up to Iraq to show exactly where it is hiding its banned weapons, lay those weapons out for the world to see, and destroy them as directed."
doc00112,3,William J. Clinton,"And because the Federal Government moved fast, all but one of the 5,600 schools damaged in the earthquake are back in business. Now, there are a lot of other things that I could talk about. I want to just mention one because it will be discussed here in the next few weeks. University administrators all over the country have told me that they are saving weeks and weeks of bureaucratic time now because of our direct college loan program, which makes college loans cheaper and more affordable with better repayment terms for students, costs the Government less, and cuts out paperwork and bureaucracy for the Government and for the universities. We shouldn't cap that program."
doc00113,3,William J. Clinton,"You must pass them both. We need them desperately. My fellow Americans, the problem of violence is an American problem. It has no partisan or philosophical element. Therefore, I urge you to find ways as quickly as possible to set aside partisan differences and pass a strong, smart, tough crime bill."
doc00114,1,Barack Obama,"In States that make it a priority to educate our youngest children, like Georgia or Oklahoma, studies show students grow up more likely to read and do math at grade level, graduate high school, hold a job, form more stable families of their own. We know this works. So let's do what works and make sure none of our children start the race of life already behind. Let's give our kids that chance. Let's also make sure that a high school diploma puts our kids on a path to a good job."
doc00115,3,William J. Clinton,"We want families to stay together""; say to absent parents who aren't paying their child support, ""If you're not providing for your children, we'll garnish your wages, suspend your license, track you across State lines, and if necessary, make some of you work off what you owe."" People who bring children into this world cannot and must not walk away from them. But to all those who depend on welfare, we should offer ultimately a simple compact. We'll provide the support, the job training, the child care you need for up to 2 years. But after that, anyone who can work, must, in the private sector wherever possible, in community service if necessary."
doc00116,2,George W. Bush,"And to the Iranian people, I say tonight: As you stand for your own liberty, America stands with you. Our generational commitment to the advance of freedom, especially in the Middle East, is now being tested and honored in Iraq. That country is a vital front in the war on terror, which is why the terrorists have chosen to make a stand there. Our men and women in uniform are fighting terrorists in Iraq so we do not have to face them here at home. And the victory of freedom in Iraq will strengthen a new ally in the war on terror, inspire democratic reformers from Damascus to Tehran, bring more hope and progress to a troubled region, and thereby lift a terrible threat from the lives of our children and grandchildren."
doc00117,2,George W. Bush,"The Iranian Government is defying the world with its nuclear ambitions, and the nations of the world must not permit the Iranian regime to gain nuclear weapons. America will continue to rally the world to confront these threats. Tonight let me speak directly to the citizens of Iran: America respects you, and we respect your country. We respect your right to choose your own future and win your own freedom. And our Nation hopes one day to be the closest of friends with a free and democratic Iran."
doc00118,1,Barack Obama,"And it is precisely to relieve the burden on middle class families that we still need health insurance reform. Yes, we do. Now, let's clear a few things up. I didn't choose to tackle this issue to get some legislative victory under my belt. And by now it should be fairly obvious that I didn't take on health care because it was good politics."
doc00119,3,William J. Clinton,"And over the next decade, that must be our goal. We must continue to explore the heavens, pressing on with the Mars probes and the international space station, both of which will have practical applications for our everyday living. We must speed the remarkable advances in medical science. The human genome project is now decoding the genetic mysteries of life. American scientists have discovered genes linked to breast cancer and ovarian cancer and medication that stops a stroke in progress and begins to reverse its effects and treatments that dramatically lengthen the lives of people with HIV and AIDS."
doc00120,2,George W. Bush,"She added this P.S.: ""If you can send a letter to the troops, please put, 'Ashley Pearson believes in you.""' Tonight, Ashley, your message to our troops has just been conveyed. And yes, you have some duties yourself: Study hard in school; listen to your mom or dad; help someone in need; and when you and your friends see a man or woman in uniform, say, ""Thank you."" And Ashley, while you do your part, all of us here in this great Chamber will do our best to keep you and the rest of America safe and free. My fellow citizens, we now move forward with confidence and faith."
doc00121,2,George W. Bush,"This is a good agreement that will keep our economy growing and our people working, and this Congress must pass it as soon as possible. We have other work to do on taxes. Unless Congress acts, most of the tax relief we've delivered over the past 7 years will be taken away. Some in Washington argue that letting tax relief expire is not a tax increase. Try explaining that to 116 million American taxpayers who would see their taxes rise by an average of $1,800."
doc00122,2,George W. Bush,"It remains essential to the security of America. If there are people inside our country who are talking with Al Qaida, we want to know about it, because we will not sit back and wait to be hit again. In all these areas-;from the disruption of terror networks, to victory in Iraq, to the spread of freedom and hope in troubled regions-;we need the support of our friends and allies. To draw that support, we must always be clear in our principles and willing to act. The only alternative to American leadership is a dramatically more dangerous and anxious world."
doc00123,3,William J. Clinton,"Our fourth great challenge is to take our streets back from crime and gangs and drugs. At last we have begun to find a way to reduce crime, forming community partnerships with local police forces to catch criminals and prevent crime. This strategy, called community policing, is clearly working. Violent crime is coming down all across America. In New York City, murders are down 25 percent; in St."
doc00124,2,George W. Bush,"Now it is my turn to protect you.""' Ladies and gentlemen, with grateful hearts we honor freedom's defenders and our military families, represented here this evening by Sergeant Norwood's mom and dad, Janet and Bill Norwood. [At this point, in the First Lady's box, guest Safia Taleb al-Suhail embraced guest Janet Norwood.] In these 4 years, Americans have seen the unfolding of large events. We have known times of sorrow and hours of uncertainty and days of victory."
doc00125,3,William J. Clinton,"Now, this plan will give most families the ability to pay no taxes on money they save for college tuition. I ask you to pass it and give every American who works hard the chance to go to college. Ninth, in the 21st century, we must expand the frontiers of learning across a lifetime. All our people, of whatever age, must have the chance to learn new skills. Most Americans live near a community college."
doc00126,1,Barack Obama,"And to ensure that a crisis of this magnitude never happens again, I ask Congress to move quickly on legislation that will finally reform our outdated regulatory system. It is time to put in place tough, new, commonsense rules of the road so that our financial market rewards drive and innovation, and punishes shortcuts and abuse. The recovery plan and the financial stability plan are the immediate steps we're taking to revive our economy in the short term. But the only way to fully restore America's economic strength is to make the long-term investments that will lead to new jobs, new industries, and a renewed ability to compete with the rest of the world. The only way this century will be another American century is if we confront at last the price of our dependence on oil and the high cost of health care, the schools that aren't preparing our children and the mountain of debt they stand to inherit."
doc00127,3,William J. Clinton,"Over the long run, all this will bring us a higher rate of economic growth, improved productivity, more high-quality jobs, and an improved economic competitive position in the world. In order to accomplish both increased investment and deficit reduction, something no American Government has ever been called upon to do at the same time before, spending must be cut and taxes must be raised. The spending cuts I recommend were carefully thought through in a way to minimize any adverse economic impact, to capture the peace dividend for investment purposes, and to switch the balance in the budget from consumption to more investment. The tax increases and the spending cuts were both designed to assure that the cost of this historic program to face and deal with our problems will be borne by those who could readily afford it the most. Our plan is designed, furthermore, and perhaps in some ways most importantly, to improve the health of American business through lower interest rates, more incentives to invest, and better trained workers."
doc00128,3,William J. Clinton,"Finally, we must also protect our children by standing firm in our determination to ban the advertising and marketing of cigarettes that endanger their lives. To prepare America for the 21st century, we must build stronger communities. We should start with safe streets. Serious crime has dropped 5 years in a row. The key has been community policing."
doc00129,3,William J. Clinton,"But this is not an ordinary time, and for all the many tasks that require our attention, I believe tonight one calls on us to focus, to unite, and to act. And that is our economy. For more than anything else, our task tonight as Americans is to make our economy thrive again. Let me begin by saying that it has been too long, at least three decades, since a President has come and challenged Americans to join him on a great national journey, not merely to consume the bounty of today but to invest for a much greater one tomorrow. Like individuals, nations must ultimately decide how they wish to conduct themselves, how they wish to be thought of by those with whom they live, and later, how they wish to be judged by history."
doc00130,1,Barack Obama,"Today, American consumers finally have a watchdog in Richard Cordray, with one job: to look out for them. We'll also establish a financial crimes unit of highly trained investigators to crack down on large-scale fraud and protect people's investments. Some financial firms violate major antifraud laws because there's no real penalty for being a repeat offender. That's bad for consumers, and it's bad for the vast majority of bankers and financial service professionals who do the right thing. So pass legislation that makes the penalties for fraud count."
doc00131,3,William J. Clinton,"It was a good idea then, and it's a better idea today. Why do we want guaranteed private insurance? Because right now 9 out of 10 people who have insurance get it through their employers. And that should continue. And if your employer is providing good benefits at reasonable prices, that should continue, too."
doc00132,2,George W. Bush,"Fortunately, this Nation has superb professionals in law enforcement, intelligence, the military, and homeland security. These men and women are dedicating their lives, protecting us all, and they deserve our support and our thanks. They also deserve the same tools they already use to fight drug trafficking and organized crime, so I ask you to reauthorize the PATRIOT Act. It is said that prior to the attacks of September the 11th, our Government failed to connect the dots of the conspiracy. We now know that two of the hijackers in the United States placed telephone calls to Al Qaida operatives overseas."
doc00133,1,Barack Obama,"Amid all the noise and passion and rancor of our public debate, Tucson reminded us that no matter who we are or where we come from, each of us is a part of something greater, something more consequential than party or political preference. We are part of the American family. We believe that in a country where every race and faith and point of view can be found, we are still bound together as one people, that we share common hopes and a common creed, that the dreams of a little girl in Tucson are not so different than those of our own children, that they all deserve the chance to be fulfilled. That too is what sets us apart as a nation. Now, by itself, this simple recognition won't usher in a new era of cooperation."
doc00134,1,Barack Obama,"To relieve the strain on our forces, my budget increases the number of our soldiers and marines. And to keep our sacred trust with those who serve, we will raise their pay and give our veterans the expanded health care and benefits that they have earned. To overcome extremism, we must also be vigilant in upholding the values our troops defend, because there is no force in the world more powerful than the example of America. And that is why I have ordered the closing of the detention center at Guantanamo Bay and will seek swift and certain justice for captured terrorists. Because living our values doesn't make us weaker, it makes us safer and it makes us stronger."
doc00135,2,George W. Bush,"I can think of no more appropriate tribute to Joe than to have the Congress finish the job of doubling the budget for the National Institutes of Health. My New Freedom Initiative for Americans with disabilities funds new technologies, expands opportunities to work, and makes our society more welcoming. For the more than 50 million Americans with disabilities, we must continue to break down barriers to equality. The budget I propose to you also supports the people who keep our country strong and free, the men and women who serve in the United States military. I'm requesting $5.7 billion in increased military pay and benefits and health care and housing."
doc00136,2,George W. Bush,"Hindsight alone is not wisdom, and second-guessing is not a strategy. With so much in the balance, those of us in public office have a duty to speak with candor. A sudden withdrawal of our forces from Iraq would abandon our Iraqi allies to death and prison, would put men like bin Laden and Zarqawi in charge of a strategic country, and show that a pledge from America means little. Members of Congress, however we feel about the decisions and debates of the past, our Nation has only one option: We must keep our word, defeat our enemies, and stand behind the American military in this vital mission. Our men and women in uniform are making sacrifices and showing a sense of duty stronger than all fear."
doc00137,1,Barack Obama,"Her mind was on the 20 precious newborns in her care and the rescue plan she devised that kept them all safe. We should follow the example of a North Miami woman named Desiline Victor. When Desiline arrived at her polling place, she was told the wait to vote might be 6 hours. And as time ticked by, her concern was not with her tired body or aching feet, but whether folks like her would get to have their say. And hour after hour, a throng of people stayed in line to support her, because Desiline is 102 years old."
doc00138,3,William J. Clinton,"With the student population at an all-time high and record numbers of school buildings falling into disrepair, this has now become a serious national concern. Therefore, my budget includes a new initiative, $5 billion to help communities finance $20 billion in school construction over the next 4 years. Eighth, we must make the 13th and 14th years of education, at least 2 years of college, just as universal in America by the 21st century as a high school education is today, and we must open the doors of college to all Americans. To do that, I propose America's HOPE scholarship, based on Georgia's pioneering program: 2 years of a $1,500 tax credit for college tuition, enough to pay for the typical community college. I also propose a tax deduction of up to $10,000 a year for all tuition after high school, an expanded IRA you can withdraw from tax-free for education, and the largest increase in Pell grant scholarships in 20 years."
doc00139,3,William J. Clinton,"The roads that take them there can be paths to a better future. My ""GI bill"" for America's workers will transform the confusing tangle of Federal training programs into a simple skill grant to go directly into eligible workers' hands. For too long, this bill has been sitting on that desk there without action. I ask you to pass it now. Let's give more of our workers the ability to learn and to earn for a lifetime."
doc00140,1,Barack Obama,"After all, why would we choose to make deeper cuts to education and Medicare just to protect special interest tax breaks? How is that fair? Why is it that deficit reduction is a big emergency justifying making cuts in Social Security benefits, but not closing some loopholes? How does that promote growth? Now is our best chance for bipartisan, comprehensive tax reform that encourages job creation and helps bring down the deficit."
doc00141,2,George W. Bush,"The once all-powerful ruler of Iraq was found in a hole and now sits in a prison cell. Of the top 55 officials of the former regime, we have captured or killed 45. Our forces are on the offensive, leading over 1,600 patrols a day and conducting an average of 180 raids a week. We are dealing with these thugs in Iraq just as surely as we dealt with Saddam Hussein's evil regime. The work of building a new Iraq is hard, and it is right."
doc00142,2,George W. Bush,"Year after year, Americans are burdened by an archaic, incoherent Federal Tax Code. I've appointed a bipartisan panel to examine the Tax Code from top to bottom. And when their recommendations are delivered, you and I will work together to give this Nation a Tax Code that is progrowth, easy to understand, and fair to all. America's immigration system is also outdated, unsuited to the needs of our economy and to the values of our country. We should not be content with laws that punish hard-working people who want only to provide for their families and deny businesses willing workers and invite chaos at our border."
doc00143,2,George W. Bush,"Almost all who do are turned away. A doctor in rural South Africa describes his frustration. He says, ""We have no medicines. Many hospitals tell people,  You've got AIDS. We can't help you."
doc00144,3,William J. Clinton,"We have got to keep more of our young people out of trouble, with prevention strategies not dictated by Washington but developed in communities. I challenge all of our communities, all of our adults, to give our children futures to say yes to. And I challenge Congress not to abandon the crime bill's support of these grassroots prevention efforts. Finally, to reduce crime and violence we have to reduce the drug problem. The challenge begins in our homes, with parents talking to their children openly and firmly."
doc00145,1,Barack Obama,"That's what we did with Korea, and that's what I intend to do as we pursue agreements with Panama and Colombia and continue our Asia-Pacific and global trade talks. To reduce barriers to growth and investment, I've ordered a review of Government regulations. When we find rules that put an unnecessary burden on businesses, we will fix them. But I will not hesitate to create or enforce commonsense safeguards to protect the American people. That's what we've done in this country for more than a century."
doc00146,1,Barack Obama,"But if these firms can afford to hand out big bonuses again, they can afford a modest fee to pay back the taxpayers who rescued them in their time of need. Now, as we stabilized the financial system, we also took steps to get our economy growing again, save as many jobs as possible, and help Americans who had become unemployed. That's why we extended or increased unemployment benefits for more than 18 million Americans, made health insurance 65 percent cheaper for families who get their coverage through COBRA, and passed 25 different tax cuts. Now, let me repeat: We cut taxes. We cut taxes for 95 percent of working families."
doc00147,1,Barack Obama,"And though all these challenges went unsolved, we still managed to spend more money and pile up more debt, both as individuals and through our Government, than ever before. In other words, we have lived through an era where too often short-term gains were prized over long-term prosperity, where we failed to look beyond the next payment, the next quarter, or the next election. A surplus became an excuse to transfer wealth to the wealthy instead of an opportunity to invest in our future. Regulations were gutted for the sake of a quick profit at the expense of a healthy market. People bought homes they knew they couldn't afford from banks and lenders who pushed those bad loans anyway."
doc00148,1,Barack Obama,"This recession has also compounded the burdens that America's families have been dealing with for decades: the burden of working harder and longer for less, of being unable to save enough to retire or help kids with college. So I know the anxieties that are out there right now. They're not new. These struggles are the reason I ran for President. These struggles are what I've witnessed for years, in places like Elkhart, Indiana; Galesburg, Illinois."
doc00149,2,George W. Bush,"We will continue to speak out for the cause of freedom in places like Cuba, Belarus, and Burma, and continue to awaken the conscience of the world to save the people of Darfur. American foreign policy is more than a matter of war and diplomacy. Our work in the world is also based on a timeless truth: To whom much is given, much is required. We hear the call to take on the challenges of hunger and poverty and disease, and that is precisely what America is doing. We must continue to fight HIV/ AIDS, especially on the continent of Africa."
doc00150,1,Barack Obama,"Tens of thousands are cops, firefighters, correctional officers, first-responders. And we're on track to add another 1 1/2 million jobs to this total by the end of the year. The plan that has made all of this possible, from the tax cuts to the jobs, is the Recovery Act. That's right, the Recovery Act, also known as the stimulus bill. Economists on the left and the right say this bill has helped save jobs and avert disaster."
doc00151,2,George W. Bush,"After the chaos and carnage of September the 11th, it is not enough to serve our enemies with legal papers. The terrorists and their supporters declared war on the United States, and war is what they got. Some in this Chamber and in our country did not support the liberation of Iraq. Objections to war often come from principled motives, but let us be candid about the consequences of leaving Saddam Hussein in power. We're seeking all the facts."
doc00152,1,Barack Obama,"Look, you've trimmed some of this spending, you've embraced some meaningful change, but restoring the public trust demands more. For example, some Members of Congress post some earmark requests online. Tonight I'm calling on Congress to publish all earmark requests on a single web site before there's a vote so that the American people can see how their money is being spent. Of course, none of these reforms will even happen if we don't also reform how we work with one another. Now, I'm not naive."
doc00153,2,George W. Bush,"No one can deny the success of freedom, but some men rage and fight against it. And one of the main sources of reaction and opposition is radical Islam-;the perversion by a few of a noble faith into an ideology of terror and death. Terrorists like bin Laden are serious about mass murder, and all of us must take their declared intentions seriously. They seek to impose a heartless system of totalitarian control throughout the Middle East and arm themselves with weapons of mass murder. Their aim is to seize power in Iraq and use it as a safe haven to launch attacks against America and the world."
doc00154,2,George W. Bush,"Lacking the military strength to challenge us directly, the terrorists have chosen the weapon of fear. When they murder children at a school in Beslan or blow up commuters in London or behead a bound captive, the terrorists hope these horrors will break our will, allowing the violent to inherit the Earth. But they have miscalculated: We love our freedom, and we will fight to keep it. In a time of testing, we cannot find security by abandoning our commitments and retreating within our borders. If we were to leave these vicious attackers alone, they would not leave us alone."
doc00155,1,Barack Obama,"These are the messages I'll deliver when I travel to the Middle East next month. And all this work depends on the courage and sacrifice of those who serve in dangerous places at great personal risk: our diplomats, our intelligence officers, and the men and women of the United States Armed Forces. As long as I'm Commander in Chief, we will do whatever we must to protect those who serve their country abroad, and we will maintain the best military the world has ever known. We'll invest in new capabilities, even as we reduce waste and wartime spending. We will ensure equal treatment for all servicemembers and equal benefits for their families, gay and straight."
doc00156,1,Barack Obama,"They're Black, White, Latino, Asian, Native American. They are Christian and Hindu, Jewish and Muslim. And yes, we know that some of them are gay. Starting this year, no American will be forbidden from serving the country they love because of who they love. And with that change, I call on all our college campuses to open their doors to our military recruiters and ROTC."
doc00157,3,William J. Clinton,"Since I took office, funding for AIDS research at the National Institutes of Health has increased dramatically to $1.5 billion. With new resources, NIH will now become the most powerful discovery engine for an AIDS vaccine, working with other scientists to finally end the threat of AIDS. Remember that every year-; every year-;we move up the discovery of an AIDS vaccine will save millions of lives around the world. We must reinforce our commitment to medical science. To prepare America for the 21st century, we must build stronger families."
doc00158,2,George W. Bush,"Mr. Speaker, Vice President Cheney, Members of Congress, fellow citizens:   As a new Congress gathers, all of us in the elected branches of Government share a great privilege: We've been placed in office by the votes of the people we serve. And tonight that is a privilege we share with newly elected leaders of Afghanistan, the Palestinian Territories, Ukraine, and a free and sovereign Iraq. Two weeks ago, I stood on the steps of this Capitol and renewed the commitment of our Nation to the guiding ideal of liberty for all. This evening I will set forth policies to advance that ideal at home and around the world."
doc00159,3,William J. Clinton,"They make better trading partners and partners in diplomacy. That is why we have supported, you and I, the democratic reformers in Russia and in the other states of the former Soviet bloc. I applaud the bipartisan support this Congress provided last year for our initiatives to help Russia, Ukraine, and the other states through their epic transformations. Our support of reform must combine patience for the enormity of the task and vigilance for our fundamental interest and values. We will continue to urge Russia and the other states to press ahead with economic reforms."
doc00160,1,Barack Obama,"Today, no area holds more promise than our investments in American energy. After years of talking about it, we're finally poised to control our own energy future. We produce more oil at home than we have in 15 years. We have doubled the distance our cars will go on a gallon of gas and the amount of renewable energy we generate from sources like wind and solar, with tens of thousands of good American jobs to show for it. We produce more natural gas than ever before, and nearly everyone's energy bill is lower because of it."
doc00161,2,George W. Bush,"We've had time to take stock of our situation. We've added many critical protections to guard the homeland. We know with certainty that the horrors of that September morning were just a glimpse of what the terrorists intend for us, unless we stop them. With the distance of time, we find ourselves debating the causes of conflict and the course we have followed. Such debates are essential when a great democracy faces great questions."
doc00162,2,George W. Bush,"We seek peace. We strive for peace. And sometimes peace must be defended. A future lived at the mercy of terrible threats is no peace at all. If war is forced upon us, we will fight in a just cause and by just means, sparing, in every way we can, the innocent."
doc00163,2,George W. Bush,"Our war on terror is well begun, but it is only begun. This campaign may not be finished on our watch; yet, it must be and it will be waged on our watch. We can't stop short. If we stop now, leaving terror camps intact and terrorist states unchecked, our sense of security would be false and temporary. History has called America and our allies to action, and it is both our responsibility and our privilege to fight freedom's fight."
doc00164,1,Barack Obama,"To stay one step ahead of our adversaries, I've already sent this Congress legislation that will secure our country from the growing dangers of cyber threats. Above all, our freedom endures because of the men and women in uniform who defend it. As they come home, we must serve them as well as they've served us. That includes giving them the care and the benefits they have earned, which is why we've increased annual VA spending every year I've been President. And it means enlisting our veterans in the work of rebuilding our Nation."
doc00165,1,Barack Obama,"Our housing market is healing, our stock market is rebounding, and consumers, patients, and homeowners enjoy stronger protections than ever before. So together, we have cleared away the rubble of crisis, and we can say with renewed confidence that the state of our Union is stronger. But we gather here knowing that there are millions of Americans whose hard work and dedication have not yet been rewarded. Our economy is adding jobs, but too many people still can't find full-time employment. Corporate profits have skyrocketed to alltime highs, but for more than a decade, wages and incomes have barely budged."
doc00166,2,George W. Bush,"Stricter border enforcement will help combat illegal drugs. And as government works to better secure our homeland, America will continue to depend on the eyes and ears of alert citizens. A few days before Christmas, an airline flight attendant spotted a passenger lighting a match. The crew and passengers quickly subdued the man, who had been trained by Al Qaida and was armed with explosives. The people on that plane were alert and, as a result, likely saved nearly 200 lives."
doc00167,3,William J. Clinton,"The old way of governing around here protected organized interests. We should look out for the interests of ordinary people. The old way divided us by interest, constituency, or class. The New Covenant way should unite us behind a common vision of what's best for our country. The old way dispensed services through large, top-down, inflexible bureaucracies."
doc00168,2,George W. Bush,I respectfully disagree. [Laughter] This plan is just right. I didn't throw darts at a board to come up with a number for tax relief. I didn't take a poll or develop an arbitrary formula that might sound good. I looked at problems in the Tax Code and calculated the cost to fix them.
doc00169,1,Barack Obama,"The jobs created by these projects didn't just come from laying down track or pavement. They came from businesses that opened near a town's new train station or the new off-ramp. So over the last 2 years, we've begun rebuilding for the 21st century, a project that has meant thousands of good jobs for the hard-hit construction industry. And tonight I'm proposing that we redouble those efforts. We'll put more Americans to work repairing crumbling roads and bridges."
doc00170,2,George W. Bush,"For too long our culture has said, ""If it feels good, do it."" Now America is embracing a new ethic and a new creed, ""Let's roll."" In the sacrifice of soldiers, the fierce brotherhood of firefighters, and the bravery and generosity of ordinary citizens, we have glimpsed what a new culture of responsibility could look like. We want to be a nation that serves goals larger than self. We've been offered a unique opportunity, and we must not let this moment pass."
doc00171,2,George W. Bush,"And we are on the threshold of incredible advances. So tonight I announce the Advanced Energy Initiative-;a 22-percent increase in clean-energy research at the Department of Energy-;to push for breakthroughs in two vital areas. To change how we power our homes and offices, we will invest more in zero-emission coal-fired plants, revolutionary solar and wind technologies, and clean, safe nuclear energy. We must also change how we power our automobiles. We will increase our research in better batteries for hybrid and electric cars and in pollution-free cars that run on hydrogen."
doc00172,1,Barack Obama,"But today, skyrocketing costs price too many young people out of a higher education or saddle them with unsustainable debt. Through tax credits, grants, and better loans, we've made college more affordable for millions of students and families over the last few years. But taxpayers can't keep on subsidizing higher and higher and higher costs for higher education. Colleges must do their part to keep costs down, and it's our job to make sure that they do. So tonight I ask Congress to change the Higher Education Act so that affordability and value are included in determining which colleges receive certain types of Federal aid."
doc00173,1,Barack Obama,"Not when we are so close. Let us find a way to come together and finish the job for the American people. Let's get it done. Let's get it done. Now, even as health care reform would reduce our deficit, it's not enough to dig us out of a massive fiscal hole in which we find ourselves."
doc00174,1,Barack Obama,"The question for everyone in this Chamber, running through every decision we make this year, is whether we are going to help or hinder this progress. For several years now, this town has been consumed by a rancorous argument over the proper size of the Federal Government. It's an important debate, one that dates back to our very founding. But when that debate prevents us from carrying out even the most basic functions of our democracy-;when our differences shut down Government or threaten the full faith and credit of the United States-;then we are not doing right by the American people. Now, as President, I'm committed to making Washington work better and rebuilding the trust of the people who sent us here."
doc00175,1,Barack Obama,"But in my life, I have also learned that hope is found in unlikely places, that inspiration often comes not from those with the most power or celebrity, but from the dreams and aspirations of ordinary Americans who are anything but ordinary. I think of Leonard Abess, a bank president from Miami who reportedly cashed out of his company, took a $60 million bonus, and gave it out to all 399 people who worked for him, plus another 72 who used to work for him. He didn't tell anyone, but when the local newspaper found out, he simply said, ""I knew some of these people since I was 7 years old. It didn't feel right getting the money myself."" I think about Greensburg, Kansas, a town that was completely destroyed by a tornado, but is being rebuilt by its residents as a global example of how clean energy can power an entire community, how it can bring jobs and businesses to a place where piles of bricks and rubble once lay."
doc00176,2,George W. Bush,"This dramatic progress has brought its own challenge, in the rising costs of medical care and health insurance. Members of Congress, we must work together to help control those costs and extend the benefits of modern medicine throughout our country. Meeting these goals requires bipartisan effort, and 2 months ago, you showed the way. By strengthening Medicare and adding a prescription drug benefit, you kept a basic commitment to our seniors. You are giving them the modern medicine they deserve."
doc00177,3,William J. Clinton,"To prepare America for the 21st century, we must harness the powerful forces of science and technology to benefit all Americans. This is the first State of the Union carried live in video over the Internet. But we've only begun to spread the benefits of a technology revolution that should become the modern birthright of every citizen. Our effort to connect every classroom is just the beginning. Now we should connect every hospital to the Internet, so that doctors can instantly share data about their patients with the best specialists in the field."
doc00178,2,George W. Bush,"A hopeful society gives special attention to children who lack direction and love. Through the Helping America's Youth Initiative, we are encouraging caring adults to get involved in the life of a child. And this good work is being led by our First Lady, Laura Bush. This year, we will add resources to encourage young people to stay in school, so more of America's youth can raise their sights and achieve their dreams. A hopeful society comes to the aid of fellow citizens in times of suffering and emergency and stays at it until they're back on their feet."
doc00179,2,George W. Bush,"So she borrowed some equipment and began filming children's videos in her basement. The Baby Einstein Company was born, and in just 5 years, her business grew to more than $20 million in sales. In November 2001, Julie sold Baby Einstein to Walt Disney Company, and with her help, Baby Einstein has grown into a $200 million business. Julie represents the great enterprising spirit of America. And she is using her success to help others, producing child safety videos with John Walsh of the National Center for Missing and Exploited Children."
doc00180,1,Barack Obama,"We are instead called to move forward with the sense of confidence and candor that serious times demand. To seek progress towards a secure and lasting peace between Israel and her neighbors, we have appointed an envoy to sustain our effort. To meet the challenges of the 21st century--from terrorism to nuclear proliferation, from pandemic disease to cyber threats to crushing poverty--we will strengthen old alliances, forge new ones, and use all elements of our national power. And to respond to an economic crisis that is global in scope, we are working with the nations of the G-20 to restore confidence in our financial system, avoid the possibility of escalating protectionism, and spur demand for American goods in markets across the globe. For the world depends on us having a strong economy, just as our economy depends on the strength of the world's."
doc00181,1,Barack Obama,They deserve a vote. They deserve a vote. Gabby Giffords deserves a vote. The families of Newtown deserve a vote. The families of Aurora deserve a vote.
doc00182,3,William J. Clinton,"We should also protect existing pension plans. Two years ago, with bipartisan support that was almost unanimous on both sides of the aisle, we moved to protect the pensions of 8 million working people and to stabilize the pensions of 32 million more. Congress should not now let companies endanger those workers' pension funds. I know the proposal to liberalize the ability of employers to take money out of pension funds for other purposes would raise money for the Treasury, but I believe it is false economy. I vetoed that proposal last year, and I would have to do so again."
doc00183,1,Barack Obama,"That's got to be part of an all-of-the-above plan. But I also want to work with this Congress to encourage the research and technology that helps natural gas burn even cleaner and protects our air and our water. In fact, much of our new-found energy is drawn from lands and waters that we, the public, own together. So tonight I propose we use some of our oil and gas revenues to fund an energy security trust that will drive new research and technology to shift our cars and trucks off oil for good. If a nonpartisan coalition of CEOs and retired generals and admirals can get behind this idea, then so can we."
doc00184,3,William J. Clinton,"You, Republicans and Democrats alike, can show the American people that we can limit spending and we can open the airwaves to all candidates. I also appeal to Congress to pass the line item veto you promised the American people. Our administration is working hard to give the American people a Government that works better and costs less. Thanks to the work of Vice President Gore, we are eliminating 16,000 pages of unnecessary rules and regulations, shifting more decisionmaking out of Washington, back to States and local communities. As we move into the era of balanced budgets and smaller Government, we must work in new ways to enable people to make the most of their own lives."
doc00185,3,William J. Clinton,"This last November, he was forced out of his office when the Government shut down. And the second time the Government shut down he continued helping Social Security recipients, but he was working without pay. On behalf of Richard Dean and his family, and all the other people who are out there working every day doing a good job for the American people, I challenge all of you in this Chamber: Let's never, ever shut the Federal Government down again. On behalf of all Americans, especially those who need their Social Security payments at the beginning of March, I also challenge the Congress to preserve the full faith and credit of the United States, to honor the obligations of this great Nation as we have for 220 years, to rise above partisanship and pass a straightforward extension of the debt limit and show people America keeps its word. I know that this evening I have asked a lot of Congress and even more from America."
doc00186,2,George W. Bush,"So we strive to be a compassionate, decent, hopeful society. In recent years, America has become a more hopeful nation. Violent crime rates have fallen to their lowest levels since the 1970s. Welfare cases have dropped by more than half over the past decade. Drug use among youth is down 19 percent since 2001."
doc00187,1,Barack Obama,"So tonight I am proposing that every State-;every State-;requires that all students stay in high school until they graduate or turn 18. When kids do graduate, the most daunting challenge can be the cost of college. At a time when Americans owe more in tuition debt than credit card debt, this Congress needs to stop the interest rates on student loans from doubling in July. Extend the tuition tax credit we started that saves millions of middle class families thousands of dollars and give more young people the chance to earn their way through college by doubling the number of work-study jobs in the next 5 years. Of course, it's not enough for us to increase student aid."
