delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
1,12,20,4,19,11,LAX,JFK,2475,UA
1,3,30,5,20,18,SFO,SEA,679,AS
0,3,25,7,15,10,LAX,ORD,1745,UA
1,10,22,1,9,8,DFW,IAH,224,XE
0,8,13,1,14,9,LAX,IAH,1379,CO
1,7,5,4,18,15,LAS,SLC,368,OO
0,12,2,7,11,9,ATL,DTW,594,NW
0,12,28,5,16,8,SEA,JFK,2421,AA
0,11,25,7,11,9,DCA,DTW,405,NW
0,5,25,5,18,17,BOS,BWI,370,FL
0,12,11,2,17,16,BWI,JFK,184,OH
0,10,20,6,11,9,ATL,LAS,1747,DL
0,10,9,2,8,6,DTW,CLT,500,NW
1,2,27,2,21,20,DFW,LAX,1235,UA
0,8,3,5,17,12,SAN,IAH,1303,CO
0,10,1,1,15,14,SAN,LAX,109,OO
0,12,16,7,14,11,PHL,ATL,665,DL
1,2,4,7,17,15,ATL,PHL,665,DL
1,4,5,4,22,21,PHX,LAS,256,WN
1,1,3,3,18,14,PHX,IAH,1009,CO
1,9,26,3,14,12,MCO,BWI,787,WN
1,9,13,4,19,16,BOS,ATL,946,DL
1,12,9,7,19,18,LAS,SFO,414,UA
1,10,31,3,17,16,LAX,SFO,337,AA
0,9,16,7,23,21,PHX,SLC,507,WN
0,10,21,7,0,19,PHX,MDW,1444,WN
0,5,23,3,21,21,SLC,PHX,507,WN
0,10,17,3,9,6,SEA,SLC,689,DL
1,7,7,6,19,16,PHL,SFO,2521,US
1,12,7,5,19,17,DCA,MSP,931,NW
1,12,7,5,10,8,SFO,SAN,447,UA
0,12,22,6,20,17,CLT,PHX,1774,US
1,10,31,3,16,12,DFW,BWI,1217,AA
0,10,15,1,8,6,EWR,ATL,745,FL
0,12,21,5,10,9,SFO,LAX,337,WN
0,7,20,5,17,12,LAS,DFW,1055,AA
1,9,9,7,19,17,MSP,DFW,852,NW
0,7,22,7,13,10,IAH,MSP,1034,9E
0,11,17,6,11,10,DTW,BWI,408,NW
0,10,8,1,16,15,DCA,LGA,214,US
0,10,16,2,14,13,SLC,PHX,507,US
0,7,25,3,18,12,DEN,EWR,1605,UA
0,10,16,2,20,18,MCO,DCA,759,US
0,12,2,7,19,18,DTW,BWI,408,WN
1,9,7,5,8,6,DCA,DFW,1192,AA
1,9,30,7,15,13,PHX,SLC,507,US
1,10,20,6,13,12,CVG,MSP,596,OH
1,4,26,4,17,14,IAH,SEA,1874,CO
0,3,21,3,9,8,DFW,SAN,1171,AA
0,4,3,2,15,10,LAS,ORD,1515,AA
1,3,10,6,19,11,LAS,PHL,2176,US
1,1,19,5,21,20,DCA,LGA,214,DL
1,6,14,4,23,20,PHX,DEN,602,WN
1,11,14,3,16,14,EWR,ORD,719,UA
0,11,3,6,12,9,ATL,JFK,760,OH
1,8,2,4,20,17,BOS,LAX,2611,DL
1,9,21,5,15,13,DEN,SFO,967,UA
0,12,30,7,16,14,IAD,DEN,1452,UA
1,2,4,7,8,5,ORD,IAH,925,CO
1,7,26,4,18,12,SFO,MSP,1589,NW
1,9,10,1,19,16,PHL,DFW,1302,AA
1,10,30,2,14,11,DFW,CLT,936,AA
0,4,22,7,15,12,DEN,DFW,641,UA
1,8,7,2,9,8,ATL,DEN,1199,DL
0,8,19,7,11,9,SFO,SEA,679,AS
0,3,2,5,10,7,BWI,MCO,787,WN
0,12,11,2,19,16,IAH,MSP,1034,NW
1,6,27,3,18,15,SFO,SLC,599,OO
1,12,30,7,14,13,BWI,ATL,576,DL
1,3,17,6,11,9,ATL,SFO,2139,DL
1,6,8,5,20,17,PHL,SAN,2369,US
1,11,26,1,14,8,SLC,CVG,1449,DL
0,12,29,6,23,22,CLT,PHL,448,US
0,9,30,7,13,11,IAD,IAH,1190,XE
1,11,19,1,12,9,ATL,BOS,946,DL
0,10,6,6,15,13,SEA,LAX,954,AS
1,10,16,2,22,13,SFO,JFK,2586,UA
0,3,1,4,14,12,IAD,DTW,383,9E
1,1,11,4,14,14,CVG,ORD,264,OH
0,1,24,3,21,20,IAD,MDW,577,WN
0,9,2,7,15,13,LGA,CVG,585,DL
1,10,26,5,12,9,PHL,MCO,861,WN
1,12,27,4,2,23,LAS,SEA,866,US
0,7,24,2,22,20,ATL,EWR,745,DL
0,12,18,2,19,17,MSP,MDW,349,FL
1,8,7,2,8,7,SLC,DEN,391,OO
1,12,16,7,18,11,PHX,JFK,2153,DL
0,9,24,1,13,11,EWR,LAS,2227,CO
0,5,2,3,10,9,LAX,SAN,109,MQ
0,11,17,6,8,7,CLT,DFW,936,AA
1,2,13,2,10,8,BWI,DFW,1217,AA
1,10,14,7,12,6,PHX,DTW,1671,NW
0,12,6,4,13,11,ORD,SLC,1249,AA
0,11,24,6,18,11,LAX,CVG,1900,DL
1,4,14,6,15,10,SEA,MSP,1399,NW
0,6,18,1,14,12,DCA,ATL,547,DL
1,6,20,3,8,7,IAD,LGA,229,YV
1,3,15,4,9,6,DFW,ATL,732,AA
1,9,28,5,18,12,DEN,LGA,1619,UA
0,12,5,3,18,12,DEN,BOS,1754,UA
1,10,7,7,5,23,LAX,ORD,1745,AA
1,12,10,1,11,8,IAD,LAX,2288,UA
0,8,16,4,16,13,MCO,MSP,1310,FL
1,10,23,2,9,7,ORD,DFW,802,AA
0,10,7,7,8,7,PHX,SAN,304,US
0,9,7,5,23,20,SAN,SEA,1050,AS
1,12,21,5,9,7,CLT,EWR,529,YV
0,12,5,3,14,12,DTW,MCO,957,NW
0,6,22,5,19,18,PHX,LAX,370,WN
0,3,19,1,22,20,EWR,CLT,529,XE
0,8,4,6,21,18,BOS,SEA,2496,AS
0,2,19,1,18,17,BWI,ORD,622,UA
0,9,15,6,18,15,JFK,MCO,944,B6
0,10,13,6,16,15,DFW,IAH,224,CO
0,10,11,4,19,16,BWI,MCO,787,WN
0,11,25,7,23,22,DFW,LAX,1235,AA
0,6,26,2,0,21,SEA,LAS,866,AS
1,6,15,5,23,20,IAH,SEA,1874,CO
1,9,6,4,21,19,LGA,ATL,761,DL
0,11,29,4,0,19,LAX,DFW,1235,AA
1,9,11,2,12,10,EWR,ORD,719,CO
1,4,3,2,22,19,DFW,ORD,802,AA
0,1,11,4,21,18,MSP,DTW,528,NW
1,8,7,2,9,7,CLT,LAX,2125,US
1,10,10,3,18,16,CLT,DTW,500,NW
0,12,14,5,15,13,DFW,PHX,868,AA
1,10,24,3,14,7,LAS,EWR,2227,CO
1,7,16,1,13,10,DEN,ORD,888,UA
0,1,27,6,16,15,PHX,DEN,602,WN
0,10,12,5,20,19,DEN,LAS,629,WN
1,11,16,5,10,8,CLT,LAS,1916,US
0,9,15,6,15,13,MCO,PHL,861,US
1,12,27,4,21,17,SEA,PHX,1107,WN
0,2,22,4,9,8,ATL,MSP,906,FL
1,5,4,5,18,11,LAS,CVG,1678,DL
0,1,15,1,16,14,BOS,BWI,370,OH
1,9,1,6,22,18,MSP,DCA,931,NW
1,8,7,2,17,16,ATL,LAS,1747,DL
0,8,1,3,8,6,DCA,DFW,1192,AA
0,8,10,5,19,13,SLC,ATL,1589,DL
1,7,16,1,22,20,EWR,DTW,487,XE
1,7,30,1,13,10,DFW,ATL,732,AA
0,8,20,1,0,21,SEA,LAS,866,AS
1,3,28,3,6,6,SLC,LAX,590,OO
0,10,16,2,21,20,ORD,MSP,334,NW
0,12,15,6,16,10,SLC,PHL,1926,DL
1,12,27,4,18,10,LAX,BOS,2611,DL
0,9,11,2,17,15,SAN,PHX,304,US
0,8,13,1,14,11,MCO,JFK,944,DL
1,5,9,3,10,8,DTW,LAS,1750,NW
0,12,20,4,9,7,JFK,CLT,541,B6
1,1,11,4,11,8,JFK,SFO,2586,UA
1,2,8,4,19,17,IAD,DEN,1452,UA
0,9,28,5,14,10,IAH,DTW,1076,CO
0,10,13,6,19,11,SAN,ATL,1891,FL
0,7,6,5,8,7,DTW,CVG,229,9E
1,8,20,1,14,13,IAD,CVG,388,OH
1,1,28,7,15,15,LAX,SAN,109,OO
1,1,15,1,19,17,DTW,PHX,1671,US
0,10,22,1,18,16,ORD,DCA,612,UA
1,10,12,5,10,7,SFO,SLC,599,OO
1,10,21,7,20,18,ORD,SLC,1249,AA
1,8,6,1,6,23,LAS,ATL,1747,DL
1,9,16,7,5,21,PHX,JFK,2153,US
0,8,1,3,21,20,LGA,BOS,185,DL
0,10,14,7,20,16,JFK,SLC,1989,DL
1,10,16,2,14,12,BOS,ATL,946,DL
0,11,6,2,19,16,IAH,ATL,689,DL
0,11,30,5,11,10,LAX,SAN,109,MQ
1,12,15,6,11,8,ORD,BOS,867,AA
1,6,13,3,0,16,LAX,JFK,2475,UA
0,2,26,1,10,7,ORD,ATL,606,AA
1,8,14,2,9,8,DCA,ORD,612,AA
0,12,18,2,6,0,DEN,LGA,1619,F9
1,10,21,7,21,18,EWR,IAH,1400,CO
1,1,19,5,15,11,DFW,CLT,936,US
0,1,23,2,17,15,CLT,LGA,544,US
0,12,7,5,5,23,SEA,DFW,1660,AS
1,9,16,7,18,17,LAS,LAX,236,UA
0,5,24,4,16,12,LAX,DEN,862,UA
1,8,1,3,17,14,ATL,EWR,745,CO
0,12,30,7,10,5,LAX,IAH,1379,CO
0,12,31,1,7,6,EWR,ORD,719,UA
0,9,26,3,20,18,ATL,SEA,2182,FL
0,10,11,4,13,11,CLT,ATL,227,FL
1,9,20,4,12,10,ATL,EWR,745,DL
0,10,29,1,13,11,DFW,SEA,1660,AA
1,9,18,2,18,16,BOS,MDW,861,FL
1,2,25,7,20,19,LAX,SFO,337,AA
0,12,24,1,11,6,SFO,IAH,1635,CO
1,3,10,6,10,7,ORD,CVG,264,OH
1,11,25,7,17,14,JFK,LAX,2475,DL
1,11,25,7,6,21,LAX,JFK,2475,DL
0,10,23,2,8,7,CLT,LGA,544,OH
1,11,11,7,0,16,LAS,JFK,2248,US
0,11,16,5,20,18,ORD,MSP,334,NW
0,10,27,6,12,11,MCO,ATL,403,DL
0,7,21,6,13,11,LGA,ATL,761,FL
0,12,16,7,18,15,SFO,PHX,651,US
0,4,23,1,13,10,IAH,ATL,689,DL
0,12,20,4,11,9,MCO,DFW,984,AA
0,1,23,2,16,13,DEN,DFW,641,F9
1,8,5,7,15,13,PHX,DEN,602,F9
0,4,15,7,19,14,SAN,DFW,1171,AA
0,10,18,4,15,12,DEN,MSP,680,UA
1,5,26,6,11,8,EWR,MSP,1008,XE
0,4,24,2,18,11,LAX,DTW,1979,NW
0,12,3,1,18,15,SAN,DEN,853,F9
0,10,23,2,21,18,SEA,LAX,954,AS
0,6,18,1,21,18,ORD,LGA,733,UA
1,4,11,3,21,20,LGA,DCA,214,US
0,9,30,7,20,19,LAX,LAS,236,WN
1,4,23,1,9,8,BOS,LGA,185,DL
1,10,10,3,12,9,LAX,SEA,954,AS
1,4,9,1,21,19,BOS,PHL,280,US
1,7,18,3,17,11,SEA,DFW,1660,AA
1,11,15,4,13,11,LGA,MCO,950,DL
0,4,11,3,17,14,DFW,CVG,812,MQ
0,10,20,6,14,11,LAS,DEN,629,WN
0,11,4,7,22,19,LAX,SLC,590,OO
0,8,26,7,19,18,DEN,LAX,862,UA
1,1,11,4,18,13,SLC,CVG,1449,DL
1,11,22,4,15,11,EWR,PHX,2133,CO
1,11,13,2,16,14,DFW,ORD,802,UA
0,4,1,7,15,14,MSP,DEN,680,NW
1,12,24,1,5,23,DEN,BOS,1754,B6
0,12,25,2,17,16,CVG,DCA,411,OH
0,9,6,4,11,10,DTW,BWI,408,NW
1,10,4,4,18,17,BOS,DCA,399,OH
1,5,20,7,17,17,DTW,ORD,235,NW
1,11,21,3,5,23,SFO,ORD,1846,UA
0,11,29,4,16,11,IAH,EWR,1400,CO
0,10,2,2,18,16,CVG,DFW,812,OO
0,4,24,2,22,13,LAX,BOS,2611,UA
0,2,3,6,15,12,LAS,SLC,368,DL
1,6,12,2,11,10,CLT,ORD,599,UA
1,3,6,2,20,17,MCO,JFK,944,B6
1,11,1,4,10,8,PHX,LAX,370,YV
1,11,30,5,20,17,EWR,DEN,1605,CO
0,3,11,7,14,12,EWR,DTW,487,NW
0,8,21,2,7,6,BOS,PHL,280,US
1,9,8,6,18,17,DTW,LGA,501,NW
1,9,9,7,14,14,SLC,LAS,368,WN
1,11,16,5,8,6,SFO,LAS,414,UA
0,2,21,3,10,9,DFW,LAS,1055,AA
0,5,31,4,15,13,LGA,MSP,1020,NW
1,11,6,2,21,18,CLT,EWR,529,XE
0,1,2,2,17,15,CVG,DTW,229,OH
1,11,11,7,18,14,SEA,PHX,1107,US
1,2,10,6,23,21,ORD,LAS,1515,AA
0,10,9,2,10,6,IAH,EWR,1400,CO
0,10,5,5,21,19,MCO,LAX,2217,DL
0,4,19,4,17,14,LAS,DEN,629,WN
1,4,2,1,17,15,DFW,IAH,224,AA
1,5,9,3,21,20,DCA,BOS,399,MQ
0,2,23,5,22,21,LAX,SFO,337,UA
0,8,24,5,11,8,LAS,DEN,629,F9
0,9,24,1,18,15,DEN,DFW,641,UA
0,11,4,7,14,12,ATL,BWI,576,DL
1,6,19,2,11,8,JFK,ATL,760,DL
0,9,29,6,22,19,PHX,SLC,507,US
1,11,11,7,18,16,BOS,DEN,1754,UA
0,10,9,2,15,13,SEA,LAS,866,WN
0,9,15,6,20,17,JFK,SEA,2421,AA
0,5,17,4,14,12,EWR,IAH,1400,CO
1,11,26,1,12,11,CVG,ORD,264,MQ
1,9,3,1,22,20,LGA,CVG,585,OH
0,6,30,6,9,8,DEN,PHX,602,F9
1,11,6,2,16,11,LAX,DFW,1235,AA
1,6,26,2,16,14,DCA,ATL,547,DL
1,4,12,4,12,9,LGA,ATL,761,DL
0,10,11,4,10,10,DTW,ORD,235,AA
1,7,5,4,16,11,DEN,PHL,1557,US
1,12,29,6,12,11,DEN,SAN,853,UA
1,10,2,2,19,16,PHL,SFO,2521,US
1,12,4,2,11,9,LGA,ORD,733,AA
1,9,27,4,19,17,MCO,PHL,861,US
0,11,18,7,19,18,ATL,MSP,906,DL
0,1,28,7,14,14,PHX,LAX,370,WN
1,3,28,3,22,18,BOS,LAX,2611,AA
0,11,22,4,14,12,DTW,ATL,594,FL
0,2,3,6,8,6,PHL,DTW,453,NW
0,8,4,6,20,18,BOS,MSP,1124,NW
1,12,30,7,19,18,ATL,ORD,606,DL
1,11,11,7,20,17,MCO,DTW,957,NW
0,3,7,3,11,10,BOS,BWI,370,FL
0,11,29,4,10,9,CVG,SAN,1865,DL
0,9,27,4,19,18,LAS,LAX,236,WN
0,4,14,6,21,18,SLC,MSP,991,NW
1,8,16,4,13,11,IAH,SLC,1195,CO
1,12,2,7,5,23,LAX,ORD,1745,AA
1,12,3,1,18,16,BOS,CLT,728,US
1,3,26,1,18,12,PHX,CVG,1569,DL
1,6,26,2,14,12,ATL,DCA,547,DL
1,5,17,4,8,6,PHL,CLT,448,US
0,12,19,3,10,7,CLT,PHX,1774,US
0,4,13,5,9,7,BWI,LAX,2329,UA
0,11,5,1,20,18,ATL,DEN,1199,YV
0,10,4,4,14,12,ATL,LGA,761,FL
1,7,17,2,20,13,SAN,ATL,1891,DL
0,10,8,1,13,12,DTW,PHX,1671,NW
0,11,21,3,10,9,DCA,LGA,214,US
1,4,5,4,13,11,CLT,LAS,1916,US
1,7,30,1,13,12,DCA,LGA,214,US
1,4,17,2,20,16,JFK,LAX,2475,DL
0,11,8,4,21,18,PHL,LAX,2401,UA
0,8,2,4,15,13,CLT,PHL,448,US
1,12,6,4,9,8,LGA,BOS,185,MQ
1,9,15,6,22,19,JFK,DEN,1626,B6
0,11,17,6,19,16,MCO,PHX,1848,WN
0,5,25,5,10,5,LAX,IAH,1379,CO
1,3,29,4,18,17,MSP,PHX,1276,US
1,12,29,6,21,19,CVG,ATL,373,EV
0,4,19,4,13,8,PHX,MSP,1276,US
0,12,27,4,13,9,PHX,MSP,1276,NW
1,2,14,3,0,21,IAD,LAX,2288,UA
0,6,15,5,22,19,IAH,MSP,1034,CO
0,2,12,1,17,16,CLT,EWR,529,US
1,2,15,4,16,8,LAS,PHL,2176,WN
0,1,16,2,20,18,DTW,ATL,594,FL
0,9,8,6,22,17,LAS,ORD,1515,AA
1,6,3,7,16,10,SFO,MSP,1589,NW
1,7,9,1,21,19,IAD,MCO,758,UA
1,1,25,4,22,20,BWI,ATL,576,FL
1,9,14,5,20,18,MSP,SLC,991,OO
0,12,4,2,12,7,IAH,JFK,1417,CO
0,11,19,1,19,18,DCA,BOS,399,US
1,12,10,1,21,18,EWR,MCO,938,B6
0,6,30,6,16,15,CLT,ATL,227,YV
1,3,27,2,18,15,ORD,SEA,1721,AS
1,12,3,1,12,11,DTW,MSP,528,NW
1,6,7,4,14,12,CLT,BOS,728,US
1,8,6,1,17,13,MSP,BOS,1124,NW
1,11,4,7,20,17,CLT,PHX,1774,US
0,8,28,2,23,16,LAS,MCO,2039,US
1,9,28,5,19,11,LAS,PHL,2176,US
1,11,2,5,15,13,LGA,CLT,544,MQ
1,12,10,1,17,14,EWR,SEA,2401,CO
0,11,8,4,8,8,PHX,LAS,256,WN
1,5,18,5,20,19,DCA,ORD,612,UA
1,11,26,1,19,18,DCA,LGA,214,US
0,11,20,2,15,13,MCO,ATL,403,FL
0,11,13,2,18,16,ATL,DCA,547,DL
0,8,10,5,6,22,LAX,BWI,2329,UA
1,2,19,1,11,9,ATL,PHL,665,DL
1,6,27,3,12,10,SFO,SLC,599,OO
0,4,24,2,21,13,LAX,JFK,2475,UA
1,3,31,6,15,10,LAS,ORD,1515,US
0,12,3,1,12,10,IAH,PHX,1009,XE
0,8,16,4,8,7,LGA,ORD,733,AA
1,8,23,4,15,13,CLT,BOS,728,US
1,4,24,2,22,19,MSP,IAH,1034,NW
0,10,14,7,9,8,LAS,LAX,236,WN
0,12,14,5,23,20,ORD,SLC,1249,UA
1,12,19,3,18,16,CVG,SEA,1964,DL
0,11,5,1,10,5,LAX,IAH,1379,CO
1,6,26,2,21,19,CVG,EWR,569,OH
0,6,9,6,5,21,PHX,JFK,2153,US
1,4,2,1,21,17,SLC,IAH,1195,DL
1,6,9,6,21,20,BOS,JFK,187,MQ
0,12,14,5,11,9,DEN,PHX,602,WN
0,10,9,2,19,18,CVG,ORD,264,OO
1,2,14,3,19,18,ATL,MCO,403,DL
0,11,21,3,23,20,BOS,DFW,1562,AA
0,11,21,3,12,9,ORD,PHX,1440,AA
1,7,16,1,16,15,PHL,BOS,280,US
0,6,8,5,11,7,IAH,DTW,1076,NW
1,8,19,7,21,18,EWR,CLT,529,US
0,3,13,2,11,7,SLC,IAH,1195,CO
0,11,27,2,10,9,DEN,SLC,391,F9
1,2,13,2,15,11,DFW,JFK,1391,AA
0,9,13,4,5,23,SEA,ORD,1721,UA
1,8,4,6,13,11,JFK,MSP,1028,NW
0,6,18,1,12,10,ORD,DCA,612,UA
1,5,22,2,22,18,MSP,LGA,1020,NW
1,11,18,7,13,11,ORD,LAX,1745,AA
1,1,22,1,14,12,DTW,CVG,229,9E
1,9,14,5,11,10,ATL,CLT,227,DL
0,10,6,6,11,9,SLC,DEN,391,WN
0,12,11,2,8,6,SFO,LAS,414,UA
0,5,5,6,22,19,JFK,DTW,508,OH
1,8,19,7,21,18,DEN,ORD,888,UA
0,10,21,7,20,18,ATL,BWI,576,FL
0,9,30,7,15,14,DCA,LGA,214,DL
1,12,25,2,18,13,DEN,ATL,1199,DL
1,3,8,4,16,15,BOS,DCA,399,OH
0,3,20,2,18,17,ATL,CLT,227,FL
1,5,25,5,13,10,IAH,CVG,871,XE
0,7,28,6,19,18,ATL,MCO,403,FL
0,4,1,7,21,19,BOS,BWI,370,FL
1,7,19,4,8,7,DCA,LGA,214,DL
1,4,19,4,17,15,EWR,ORD,719,AA
0,7,27,5,18,17,DTW,MSP,528,NW
0,4,4,3,20,16,SAN,DEN,853,UA
1,5,29,2,14,13,BWI,EWR,169,XE
0,10,7,7,14,11,IAH,MCO,853,CO
1,6,21,4,19,14,LAX,IAH,1379,CO
0,2,10,6,23,20,LAX,SEA,954,AS
0,9,13,4,15,13,SEA,SFO,679,UA
0,9,24,1,19,15,IAH,DTW,1076,NW
1,5,15,2,12,11,DCA,LGA,214,US
0,9,18,2,18,16,ORD,DCA,612,UA
0,6,28,4,9,7,ORD,SFO,1846,UA
0,6,17,7,20,19,ATL,LAX,1946,FL
0,7,26,4,22,21,ATL,ORD,606,DL
1,11,27,2,11,8,EWR,SAN,2425,CO
1,12,22,6,16,14,DTW,DFW,987,AA
0,10,12,5,15,12,DFW,CVG,812,MQ
0,11,26,1,8,5,EWR,IAH,1400,CO
0,12,19,3,22,18,DFW,JFK,1391,AA
0,11,28,3,18,17,SAN,LAS,258,WN
0,1,20,6,18,15,LAX,PHX,370,YV
0,2,1,4,18,16,EWR,ORD,719,AA
0,10,30,2,15,14,SAN,LAX,109,OO
1,11,28,3,23,21,MSP,SEA,1399,NW
0,11,22,4,7,6,IAH,DEN,861,OO
1,11,20,2,20,18,CVG,EWR,569,XE
1,10,9,2,10,9,LGA,BOS,185,DL
0,10,6,6,19,16,IAH,ATL,689,DL
1,10,29,1,19,16,LAS,SEA,866,AS
1,4,4,3,16,14,BOS,DTW,632,NW
0,1,13,6,9,7,EWR,ORD,719,AA
0,5,12,6,21,20,DEN,LAS,629,UA
0,1,22,1,21,19,DEN,MSP,680,F9
1,7,28,6,21,18,DEN,DFW,641,F9
0,11,7,3,16,15,DFW,SAN,1171,AA
0,8,3,5,10,9,PHX,LAS,256,US
0,2,26,1,8,7,DFW,LAS,1055,US
0,3,8,4,21,19,SEA,SFO,679,UA
1,5,12,6,17,15,BWI,ATL,576,FL
1,4,5,4,21,19,IAD,BOS,413,YV
1,6,10,7,16,8,SAN,JFK,2446,DL
1,5,16,3,22,21,LAS,PHX,256,WN
1,9,6,4,12,11,ATL,LAS,1747,DL
0,4,30,1,16,13,PHX,SEA,1107,AS
1,11,4,7,23,20,BOS,DFW,1562,AA
1,2,24,6,19,15,EWR,PHX,2133,CO
0,12,7,5,15,13,CVG,PHL,507,OH
0,11,12,1,16,14,ATL,LGA,761,AA
1,8,6,1,17,16,ATL,LAS,1747,DL
1,3,28,3,15,13,PHX,SLC,507,US
0,12,31,1,15,12,PHX,DFW,868,AA
0,3,13,2,15,8,SAN,ATL,1891,DL
1,11,13,2,19,12,PHX,EWR,2133,CO
1,11,6,2,21,19,DTW,LAS,1750,NW
0,9,28,5,18,13,IAH,EWR,1400,CO
0,10,17,3,12,9,LGA,CLT,544,OH
1,7,2,1,20,15,SAN,MDW,1728,WN
1,1,20,6,14,10,DEN,ORD,888,AA
0,11,14,3,9,7,LGA,DEN,1619,F9
0,2,23,5,22,21,IAH,DFW,224,CO
1,4,2,1,2,21,PHX,MSP,1276,US
1,11,12,1,23,21,MSP,SEA,1399,NW
1,9,11,2,21,20,EWR,ORD,719,AA
0,4,14,6,13,12,SAN,LAX,109,OO
0,2,13,2,14,10,SFO,DEN,967,F9
1,10,9,2,6,22,LAS,CLT,1916,US
0,8,15,3,11,10,SAN,LAX,109,MQ
1,5,26,6,11,9,CLT,MCO,468,US
0,1,2,2,17,16,DEN,LAS,629,WN
1,2,20,2,23,21,DEN,SEA,1024,F9
1,11,20,2,19,12,PHX,JFK,2153,B6
1,10,12,5,22,19,EWR,PHX,2133,CO
0,12,4,2,12,7,PHX,DTW,1671,NW
1,7,15,7,6,22,SAN,MCO,2148,FL
1,8,4,6,12,9,BOS,SFO,2704,AA
0,11,3,6,19,17,LAX,SFO,337,XE
0,10,22,1,21,19,LAS,SFO,414,WN
0,3,1,4,17,14,IAH,SEA,1874,CO
0,5,23,3,9,7,LAS,SEA,866,AS
1,7,10,2,14,8,SEA,DFW,1660,AS
0,7,22,7,18,14,SLC,ORD,1249,AA
1,6,6,3,18,14,SAN,DEN,853,F9
1,5,4,5,11,10,DTW,CLT,500,US
0,12,1,6,13,10,ORD,EWR,719,UA
1,3,24,6,0,16,LAS,JFK,2248,US
0,12,29,6,21,19,CVG,BWI,430,DL
1,10,30,2,23,22,DFW,SAN,1171,AA
1,4,1,7,23,22,LAX,LAS,236,UA
1,1,14,7,18,17,LGA,ORD,733,UA
0,9,6,4,10,8,BOS,MSP,1124,NW
1,12,3,1,21,17,DFW,DCA,1192,AA
0,11,1,4,21,15,PHX,ATL,1587,DL
1,9,1,6,21,18,PHL,LAX,2401,UA
0,7,21,6,11,6,SEA,DFW,1660,AA
1,6,2,6,20,18,PHX,SFO,651,UA
0,2,10,6,19,17,IAH,MSP,1034,NW
1,12,28,5,23,21,ORD,LAS,1515,US
1,7,25,3,19,17,PHX,LAX,370,WN
1,5,14,1,18,12,LAS,ORD,1515,UA
1,7,12,4,19,17,JFK,MSP,1028,NW
1,2,17,6,15,13,DTW,LGA,501,NW
0,10,17,3,22,21,PHL,MDW,668,WN
1,2,17,6,13,11,IAH,PHX,1009,CO
1,10,3,3,18,17,CLT,BWI,361,FL
1,7,17,2,12,9,PHL,DFW,1302,US
1,2,25,7,15,14,DFW,DEN,641,AA
1,9,14,5,18,17,CVG,ORD,264,MQ
1,11,5,1,13,12,IAD,LGA,229,YV
1,9,13,4,16,14,DCA,ATL,547,DL
0,12,19,3,10,8,LAS,SLC,368,WN
0,7,30,1,20,13,LAS,DTW,1750,US
1,10,25,4,16,12,DFW,EWR,1372,CO
0,12,6,4,12,9,PHL,ATL,665,DL
1,5,28,1,21,18,IAH,ORD,925,CO
1,3,6,2,20,17,SEA,SFO,679,AS
0,12,4,2,9,8,SLC,SEA,689,OO
0,8,7,2,9,8,LAS,PHX,256,WN
1,10,12,5,19,18,LAS,LAX,236,MQ
1,7,15,7,22,22,DEN,LAS,629,F9
0,5,28,1,16,14,DCA,BOS,399,US
0,11,1,4,12,8,JFK,SFO,2586,DL
1,8,29,3,19,16,DFW,CVG,812,MQ
0,8,18,6,21,18,PHX,SLC,507,WN
1,7,31,2,21,20,CLT,BWI,361,US
0,5,11,5,18,17,DCA,ORD,612,AA
0,12,5,3,19,14,IAH,EWR,1400,CO
0,2,22,4,8,7,MSP,DEN,680,NW
0,3,24,6,11,8,BWI,SLC,1864,WN
0,4,22,7,10,7,DFW,ATL,732,DL
0,2,17,6,10,8,DFW,MSP,852,NW
1,7,10,2,18,12,DEN,LGA,1619,UA
0,7,29,7,14,12,IAD,LAX,2288,UA
0,7,21,6,15,8,LAX,ATL,1946,DL
1,5,20,7,20,12,LAX,PHL,2401,US
1,6,13,3,19,16,EWR,IAH,1400,CO
0,6,2,6,14,7,LAS,CLT,1916,US
0,11,11,7,18,15,ATL,LGA,761,DL
0,7,21,6,11,8,JFK,SEA,2421,DL
0,4,23,1,20,17,LAX,SLC,590,WN
1,8,29,3,16,13,DEN,DFW,641,AA
1,8,21,2,22,13,SFO,JFK,2586,UA
1,9,24,1,7,6,DEN,SLC,391,DL
1,6,5,2,18,16,BWI,BOS,370,OH
0,1,3,3,9,8,LAX,LAS,236,US
0,11,14,3,21,20,LAX,SAN,109,OO
0,8,11,6,12,10,ATL,BWI,576,DL
0,7,25,3,8,23,SFO,EWR,2565,CO
0,4,9,1,7,6,PHX,LAX,370,WN
1,2,27,2,11,10,DCA,LGA,214,US
1,9,27,4,20,17,PHL,LAX,2401,WN
0,8,28,2,9,6,SAN,DEN,853,UA
1,10,23,2,21,17,ORD,EWR,719,CO
1,5,16,3,22,20,BWI,LAS,2106,WN
0,7,21,6,9,6,ORD,BOS,867,UA
0,12,6,4,21,18,ORD,BOS,867,UA
1,12,14,5,17,15,SFO,SAN,447,UA
1,5,6,7,21,16,DEN,CLT,1337,UA
0,3,7,3,17,17,PHX,LAX,370,WN
1,7,25,3,12,9,SFO,DEN,967,F9
1,9,5,3,19,16,JFK,LAX,2475,AA
