doc_id,class,class_name,text
doc00607,1,Dwight D. Eisenhower,"Intermediate range missiles are now being deployed in operational units. The Arias intercontinental ballistic missile program has been marked by rapid development as evidenced by recent successful tests. Missile training units have been established and launching sites are far along in construction. New aircraft that fly at twice the speed of sound are entering our squadrons. We have successfully placed five satellites in orbit, which have gathered information of scientific importance never before available."
doc00608,3,Lyndon B. Johnson,"In the Middle East the spirit of good will toward all, unfortunately, has not yet taken hold. An already tortured peace seems to be constantly threatened. We shall try to use our influence to increase the possibilities of improved relations among the nations of that region. We are working hard at that task. In the great subcontinent of South Asia live more than a sixth of the earth's population."
doc00609,3,Lyndon B. Johnson,"Let us act soon. We, at every level of the government, State, local, Federal, know that the American people have had enough of rising crime and lawlessness in this country. They recognize that law enforcement is first the duty of local police and local government. They recognize that the frontline headquarters against crime is in the home, the church, the city hall and the county courthouse and the statehouse--not in the far-removed National Capital of Washington. But the people also recognize that the National Government can and the National Government should help the cities and the States in their war on crime to the full extent of its resources and its constitutional authority."
doc00610,5,Ronald Reagan,We speak with pride and admiration of that little band of Americans who overcame insuperable odds to set this nation on course 200 years ago. But our glory didn't end with them. Americans ever since have emulated their deeds. We don't have to turn to our history books for heroes. They're all around us.
doc00611,1,Dwight D. Eisenhower,"In addition, the Attorney General will soon appear before your Committees to present his recommendations for needed additional legal weapons with which to combat subversion in our country and to deal with the question of claimed immunity. II. STRONG ECONOMY   I turn now to the second great purpose of our government: Along with the protection of freedom, the maintenance of a strong and growing economy. The American economy is one of the wonders of the world. It undergirds our international position, our military security, and the standard of living of every citizen."
doc00612,3,Lyndon B. Johnson,"But all of this is only a small part of the total effort that must be made--I think chiefly by the local governments throughout the Nation--if we expect to reduce the toll of crime that we all detest. Frankly, as I leave the Office of the Presidency, one of my greatest disappointments is our failure to secure passage of a licensing and registration act for firearms. I think if we had passed that act, it would have reduced the incidence of crime. I believe that the Congress should adopt such a law, and I hope that it will at a not too distant date. In order to meet our long-standing commitment to make government as efficient as possible, I believe that we should reorganize our postal system along the lines of the Kappel1 report."
doc00613,1,Dwight D. Eisenhower,"Possession of such capabilities helps create world suspicion and tension. We, on our part, know that we seek only a just peace for all, with aggressive designs against no one. Yet we realize that there is uneasiness in the world because of a belief on the part of peoples that through arrogance, miscalculation or fear of attack, catastrophic war could be launched. Keeping the peace in today's world more than ever calls for the utmost in the nation's resolution, wisdom, steadiness and unremitting effort. We cannot build peace through desire alone."
doc00614,5,Ronald Reagan,"Charters. It is essential that the Congress continue all facets of our assistance to Central America. I want to work with you to support the democratic forces whose struggle is tied to our own security. And tonight, I've spoken of great plans and great dreams. They're dreams we can make come true."
doc00615,1,Dwight D. Eisenhower,"The finest military establishment we can produce must work closely in cooperation with the forces of our friends. Our system of regional pacts, developed within the Charter of the United Nations, serves to increase both our own security and the security of other nations. This system is still a recent introduction on the world scene. Its problems are many and difficult, because it insists on equality among its members and brings into association some nations traditionally divided. Repeatedly in recent months, the collapse of these regional alliances has been predicted."
doc00616,2,Harry S Truman,"The Government has wisely chosen to set a floor under wages. But our 40-cent minimum wage is inadequate and obsolete. I recommend the lifting of the minimum wage to 75 cents an hour. In general, however, we must continue to rely on our sound system of collective bargaining to set wage scales. Workers' incomes should increase at a rate consistent with the maintenance of sound price, profit, and wage relationships and with increase of productivity."
doc00617,4,Richard M. Nixon,"I have discussed these in the extensive written message that I have presented to the Congress today. They include, among others, our programs to improve life for the aging; to combat crime and drug abuse; to improve health services and to ensure that no one will be denied needed health care because of inability to pay; to protect workers' pension rights; to promote equal opportunity for members of minorities, and others who have been left behind; to expand consumer protection; to improve the environment; to revitalize rural America; to help the cities; to launch new initiatives in education; to improve transportation, and to put an end to costly labor tie-ups in transportation. The west coast dock strike is a case in point. This Nation cannot and will not tolerate that kind of irresponsible labor tie-up in the future. The messages also include basic reforms which are essential if our structure of government is to be adequate in the decades ahead."
doc00618,3,Lyndon B. Johnson,"Mr. Speaker, Mr. President, Members of the Congress, my fellow Americans:   On this Hill which was my home, I am stirred by old friendships. Though total agreement between the Executive and the Congress is impossible, total respect is important. I am proud to be among my colleagues of the Congress whose legacy to their trust is their loyalty to their Nation."
doc00619,1,Dwight D. Eisenhower,"It is fortunate in its wealth of educational and cultural and religious centers. It is vigorously dynamic in the limitless initiative and willingness to venture that characterize free enterprise. It is productive of a widely shared prosperity. Our economy is strong, expanding, and fundamentally sound. But in any realistic appraisal, even the optimistic analyst will realize that in a prosperous period the principal threat to efficient functioning of a free enterprise system is inflation."
doc00620,2,Harry S Truman,"The anticipated rate of expenditure is likely to be heaviest during the next 2 years.   (e) Since the Bretton Woods Agreements have now been approved by the required number of countries, both the International Monetary fund and the International Bank for Reconstruction and Development will commence operations during 1946. The organization of these institutions will undoubtedly take some time, and it is unlikely that their operations will reach any appreciable scale before the beginning of the fiscal year 1947. Of the 2,750 million dollars required for the fund, 1,800 million dollars will be provided in cash or notes from the exchange stabilization fund established under the Gold Reserve Act of 1934. The remaining 950 million dollars will be paid initially in the form of non-interest-bearing notes issued by the Secretary of the Treasury. It is not anticipated that the fund will require in cash any of the 950 million dollars during the fiscal years 1946 and 1947."
doc00621,4,Richard M. Nixon,"Our progress depends on a continuing spirit of partnership between the President and the Congress, between the House and the Senate, between Republicans and Democrats. That spirit does not require us always to agree with one another but it does require us to approach our tasks, together, in a spirit of reason and realism. Clear words are the great servant of reason. Intemperate words are the great enemy of reason. The cute slogan, the glib headline, the clever retort, the appeal to passion--these are not the way to truth or to good public policy."
doc00622,3,Lyndon B. Johnson,"Until such efforts succeed, or until the infiltration ceases, or until the conflict subsides, I think the course of wisdom for this country is that we just must firmly pursue our present course. We will stand firm in Vietnam. I think you know that our fighting men there tonight bear the heaviest burden of all. With their lives they serve their Nation. We must give them nothing less than our full support--and we have given them that-nothing less than the determination that Americans have always given their fighting men."
doc00623,4,Richard M. Nixon,"I am convinced that such a prohibition would only make more difficult the kind of cooperative effort between the United States and other governments which is necessary if we are to work together for peace in the Middle East and throughout the world. I am confident that by working with the Congress we can find a solution to this problem that will avoid a major setback in our peacemaking efforts. At the same time, we must move forward with current negotiations to reform the international payments system under the auspices of the International Monetary Fund. These negotiations are designed to increase the opportunities for all nations to trade and invest profitably. The U.S. has already presented proposals for deterring the growth of significant imbalances in international monetary affairs while preserving for each nation a wide freedom in choosing how necessary adjustments can best be accomplished."
doc00624,2,Harry S Truman,"By joining and participating in the work of the United Nations Relief and Rehabilitation Administration the United States has directly recognized and assumed an obligation to give such relief assistance as is practicable to millions of innocent and helpless victims of the war. The Congress has earned the gratitude of the world by generous financial contributions to the United Nations Relief and Rehabilitation Administration. We have taken the lead, modest though it is, in facilitating under our existing immigration quotas the admission to the United States of refugees and displaced persons from Europe. We have joined with Great Britain in the organization of a commission to study the problem of Palestine. The Commission is already at work and its recommendations will be made at an early date."
doc00625,5,Ronald Reagan,"Another example is Medicare and Medicaidprograms with worthy goals but whose costs have increased from 11.2 billion to almost 60 billion, more than 5 times as much, in just 10 years. Waste and fraud are serious problems. Back in 1980 Federal investigators testified before one of your committees that ""corruption has permeated virtually every area of the Medicare and Medicaid health care industry."" One official said many of the people who are cheating the system were ""very confident that nothing was going to happen to them."" Well, something is going to happen."
doc00626,4,Richard M. Nixon,"But we will also be tempted in the months ahead to take the opposite course--to withdraw from the world economically as some would have us withdraw politically, to build an economic ""Fortress America"" within which our growing weakness could be concealed. Like a child who will not go out to play with other children, we would probably be saved a few minor bumps and bruises in the short run if we were to adopt this course. But in the long run the world would surely pass us by. I reject this approach. I remain committed to that open world I discussed in my Inaugural address."
doc00627,4,Richard M. Nixon,"Net farm income was up from $14.7 billion to $26.1 billion. We are making this progress not through more Government regulation but less. One of the proudest achievements of this Administration was the enactment of the Agriculture and Consumer Protection Act of 1973, which places production decisions where they belong--with farmers, not with the Government. A primary challenge for Federal agricultural policies now is to encourage greater production of agricultural goods-which will mean more income for the farmer, greater international trading benefits for the Nation, and reasonable food prices for the consumer. I am therefore asking the Congress to revamp the programs which still require restrictive Federal control over the production of some remaining farm commodities--especially rice, peanuts, tobacco, sugar, and extra long staple cotton."
doc00628,5,Ronald Reagan,"Some will also say our States and local communities are not up to the challenge of a new and creative partnership. Well, that might have been true 20 years ago before reforms like reapportionment and the Voting Rights Act, the 10-year extension of which I strongly support. It's no longer true today. This administration has faith in State and local governments and the constitutional balance envisioned by the Founding Fathers. We also believe in the integrity, decency, and sound, good sense of grass roots Americans."
doc00629,2,Harry S Truman,"Because of the success of the Victory loan,. I am happy to report that the Treasury will not need to borrow any new money from the public during the remainder of the present fiscal year except through regular sales of savings bonds and savings notes. Furthermore, a part of the large cash balance now in the Treasury will be used for debt redemption so that the public debt which now amounts to about 278 billion dollars will decrease by several billion dollars during the next 18 months. The present statutory debt limit of 300 billion dollars will provide an ample margin for all of the public-debt transactions through the fiscal year 1947. The net effect of the excess of expenditures and debt redemption on the Treasury cash balance, as compared with selected previous years, is shown in the following table:   EXCESS Of BUDGET EXPENDITURES, THE PUBLIC DEBT, AND THE TREASURY CASH BALANCE IN SELECTED YEARS[in billions]   Excess of At end of periodBudget ex- _____________________penditures Public Cash bal-Fiscal Year over receipts debt ance      1940 $3."
doc00630,3,Lyndon B. Johnson,III. TO ENRICH THE LIFE OF ALL   Our third goal is to improve the quality of American life. THROUGH EDUCATION   We begin with learning. Every child must have the best education that this Nation can provide. Thomas Jefferson said that no nation can be both ignorant and free.
doc00631,5,Ronald Reagan,"Even with our tax cuts, taxes as a fraction of gross national product remain about the same as they were in 1970. The fact is, our deficits come from the uncontrolled growth of the budget for domestic spending. During the 1970's, the share of our national income devoted to this domestic spending increased by more than 60 percent, from 10 cents out of every dollar produced by the American people to 16 cents. In spite of all our economies and efficiencies, and without adding any new programs, basic, necessary domestic spending provided for in this year's budget will grow to almost a trillion dollars over the next 5 years. The deficit problem is a clear and present danger to the basic health of our Republic."
doc00632,1,Dwight D. Eisenhower,"But it is right and necessary that we encourage Europe's leaders by informing them of the high value we place upon the earnestness of their efforts toward this goal. Real progress will be conclusive evidence to the American people that our material sacrifices in the cause of collective security are matched by essential political, economic, and military accomplishments in Western Europe. (6) Our foreign policy will recognize the importance of profitable and equitable world trade. A substantial beginning can and should be made by our friends themselves. Europe, for example, is now marked by checkered areas of labor surplus and labor shortage, of agricultural areas needing machines and industrial areas needing food."
doc00633,4,Richard M. Nixon,"We believe that a person should get what he works for--and that those who can, should work for what they get. We believe in the capacity of people to make their own decisions in their own lives, in their own communities--and we believe in their right to make those decisions. In applying these principles, we have done so with the full understanding that what we seek in the seventies, what our quest is, is not merely for more, but for better for a better quality of life for all Americans. Thus, for example, we are giving a new measure of attention to cleaning up our air and water, making our surroundings more attractive. We are providing broader support for the arts, helping stimulate a deeper appreciation of what they can contribute to the Nation's activities and to our individual lives."
doc00634,2,Harry S Truman,"Of the 12 million men and women serving in the Army and Navy at the time of the surrender of Germany, one-half have already been released. The greater part of these had to be brought back to this country from distant parts of the world. Of course there are cases of individual hardship in retention of personnel in the service. There will be in the future. No system of such size can operate to perfection."
doc00635,1,Dwight D. Eisenhower,"The marked forward thrust of our economy reaffirms our confidence in competitive enterprise. But--clearly--wisdom and prudence in both the public and private sectors of the economy are always necessary. Our outlook is this: 1960 commitments for our armed forces, the Atomic Energy Commission and Military Assistance exceed 47 billion dollars. In the foreseeable future they are not likely to be significantly lower. With an annual population increase of three million, other governmental costs are bound to mount."
doc00636,2,Harry S Truman,"Most of them have not. I here reiterate some of them, and discuss others later in this Message. I urge upon the Congress early consideration of them. Some are more urgent than others, but all are necessary. (1) Legislation to authorize the President to create fact-finding boards for the prevention of stoppages of work in Nationwide industries after collective bargaining and conciliation and voluntary arbitration have failed--as recommended by me on December 3, 1945."
doc00637,3,Lyndon B. Johnson,NA NA NA NA NA
doc00638,3,Lyndon B. Johnson,"We have assured the world that America's full gold stock stands behind our commitment to maintain the price of gold at $35 an ounce. We must back this commitment by legislating now to free our gold reserves. Americans, traveling more than any other people in history, took $4 billion out of their country last year in travel costs. We must try to reduce the travel deficit that we have of more than $2 billion. We are hoping that we can reduce it by $500 million--without unduly penalizing the travel of teachers, students, business people who have essential and necessary travel, or people who have relatives abroad whom they want to see."
doc00639,5,Ronald Reagan,"We will eliminate those regulations that are unproductive and unnecessary by Executive order where possible and cooperate fully with you on those that require legislation. The final aspect of our plan requires a national monetary policy which does not allow money growth to increase consistently faster than the growth of goods and services. In order to curb inflation we need to slow the growth in our money supply. Now, we fully recognize the independence of the Federal Reserve System and will do nothing to interfere with or undermine that independence. We will consult regularly with the Federal Reserve Board on all aspects of our economic program and will vigorously pursue budget policies that'll make their job easier in reducing monetary growth."
doc00640,3,Lyndon B. Johnson,"That violation threatens the independence of all the small nations in Southeast Asia, and threatens the peace of the entire region and perhaps the world. We are there because the people of South Vietnam have as much right to remain non-Communist--if that is what they choose-as North Vietnam has to remain Communist. We are there because the Congress has pledged by solemn vote to take all necessary measures to prevent further aggression. No better words could describe our present course than those once spoken by the great Thomas Jefferson:   ""It is the melancholy law of human societies to be compelled sometimes to choose a great evil in order to ward off a greater."" We have chosen to fight a limited war in Vietnam in an attempt to prevent a larger war--a war almost certain to follow, I believe, if the Communists succeed in overrunning and taking over South Vietnam by aggression and by force."
doc00641,1,Dwight D. Eisenhower,"[Delivered in person before a joint session]   Mr. President, Mr. Speaker, Members of the 86th Congress, my fellow citizens:This is the moment when Congress and the Executive annually begin their cooperative work to build a better America. One basic purpose unites us: To promote strength and security, side by side with liberty and opportunity. As we meet today, in the 170th year of the Republic, our Nation must continue to provide--as all other free governments have had to do throughout time--a satisfactory answer to a question as old as history."
doc00642,4,Richard M. Nixon,"Much of the money that pays the Federal planners could better be spent in the local community; the decisions made by the planners could better be made by the people who live on the scene. In these past few years, we have sought to change the old system. We have recognized that the Federal policy that will work best is one that helps the people of a particular community define their own needs and meet those needs in the way which they consider best. While in this Administration we have tried to be generous, we have also tried to grant communities greater freedom to set their own priorities. Since 1969, we have:   --Spent twice as much money on community development programs as the Federal Government had spent for this purpose in the entire previous history of the Nation.   --Reduced the red tape and arbitrary restrictions on local action that were so much a part of these programs in the past.   --Moved authority for administering community development programs from Washington to the field, where administrators are more accessible to local officials, and where they can become more familiar with local problems.   --Stepped up Federal support for State and local planning and management, again spending more for this purpose than had been spent in all previous years combined."
doc00643,2,Harry S Truman,"But they all also have vastly greater responsibilities. We will not measure up to those responsibilities by the simple return to ""normalcy"" that was tried after the last war. The general objective, on the contrary, is to move forward to find the way in time of peace to the full utilization and development of our physical and human resources that were demonstrated so effectively in the war. To accomplish this, it is not intended that the Federal Government should do things that can be done as well for the Nation by private enterprise, or by State and local governments. On the contrary, the war has demonstrated how effectively we can organize our productive system and develop the potential abilities of our people by aiding the efforts of private enterprise."
doc00644,3,Lyndon B. Johnson,"Will they sacrifice opportunity for the distressed, the beauty of our land, the hope of our poor? Time may require further sacrifices. And if it does, then we will make them. But we will not heed those who wring it from the hopes of the unfortunate here in a land of plenty. I believe that we can continue the Great Society while we fight in Vietnam."
doc00645,5,Ronald Reagan,"Under the new budget, funding for social insurance programs will be more than double the amount spent only 6 years ago. But it would be foolish to pretend that these or any programs cannot be made more efficient and economical. The entitlement programs that make up our safety net for the truly needy have worthy goals and many deserving recipients. We will protect them. But there's only one way to see to it that these programs really help those whom they were designed to help."
doc00646,4,Richard M. Nixon,"It also requires that, to the extent possible, the price of goods should be made to include the costs of producing and disposing of them without damage to the environment. Now, I realize that the argument is often made that there is a fundamental contradiction between economic growth and the quality of life, so that to have one we must forsake the other. The answer is not to abandon growth, but to redirect it. For example, we should turn toward ending congestion and eliminating smog the same reservoir of inventive genius that created them in the first place. Continued vigorous economic growth provides us with the means to enrich life itself and to enhance our planet as a place hospitable to man."
doc00647,1,Dwight D. Eisenhower,"In all executive study and recommendations on this problem labor and management and farmers alike will be earnestly consulted. Second: Doing whatever Government properly can to encourage the flow of private American investment abroad. This involves, as a serious and explicit purpose of our foreign policy, the encouragement of a hospitable climate for such investment in foreign nations. Third: Availing ourselves of facilities overseas for the economical production of manufactured articles which are needed for mutual defense and which are not seriously competitive with our own normal peacetime production. Fourth: Receiving from the rest of the world, in equitable exchange for what we supply, greater amounts of important raw materials which we do not ourselves possess in adequate quantities."
doc00648,4,Richard M. Nixon,"Over the last 3 years Federal expenditures for this work have more than doubled, and I will propose a further funding increase next year. In addition, I will soon initiate a major new program to drive drug traffickers and pushers off the streets of America. This program will be built around a nationwide network of investigative and prospective units, utilizing special grand juries established under the Organized Crime Control Act of 1970, to assist State and local agencies in detecting, arresting, and convicting those who would profit from the misery of others. STRENGTHENING CONSUMER PROTECTION   Our plans for 1972 include further steps to protect consumers against hazardous food and drugs and other dangerous products. These efforts will carry forward the campaign I launched in 1969 to establish a ""Buyer's Bill of Rights"" and to strengthen consumer protection."
doc00649,2,Harry S Truman,"Following the signing of these treaties next month in Paris, they will be submitted to the Senate for ratification. This Government does not regard the treaties as completely satisfactory. Whatever their defects, however, I am convinced that they are as good as we can hope to obtain by agreement among the principal wartime Allies. Further dispute and delay would gravely jeopardize political stability in the countries concerned for many years. During the long months of debate on these treaties, we have made it clear to all nations that the United States will not consent to settlements at the expense of principles we regard as vital to a just and enduring peace."
doc00650,3,Lyndon B. Johnson,NA NA NA NA NA
doc00651,2,Harry S Truman,"Today I shall outline five major economic policies which I believe the Government should pursue during 1947. These policies are designed to meet our immediate needs and, at the same time, to provide for the long-range welfare of our free enterprise system:   First, the promotion of greater harmony between labor and management. Second, restriction of monopoly and unfair business practices; assistance to small business; and the promotion of the free competitive system of private enterprise. Third, continuation of an aggressive program of home construction. Fourth, the balancing of the budget in the next fiscal year and the achieving of a substantial surplus to be applied to the reduction of the public debt."
doc00652,4,Richard M. Nixon,"As a result, our Federal Government today is too often a sluggish and unresponsive institution, unable to deliver a dollar's worth of service for a dollar's worth of taxes. My answer to this problem is to streamline the executive branch by reducing the overall number of executive departments and by creating four new departments in which existing responsibilities would be refocused in a coherent and comprehensive way. The rationale which I have advanced calls for organizing these new departments around the major purposes of the government by creating a Department of Natural Resources, a Department of Human Resources, a Department of Community Development, and a Department of Economic Affairs. I have revised my original plan so that we would not eliminate the Department of Agriculture but rather restructure that Department so it can focus more effectively on the needs of farmers. The Congress has recently reorganized its own operations, and the Chief Justice of the United States has led a major effort to reform and restructure the judicial branch."
doc00653,2,Harry S Truman,"The agreement reached at Moscow last month preserves this opportunity in the making of peace with Italy, Rumania, Bulgaria, Hungary, and Finland. The United States intends to preserve it when the treaties with Germany and Japan are drawn. It will be the continuing policy of the United States to use all its influence to foster, support, and develop the United Nations Organization in its purpose of preventing international war. If peace is to endure it must rest upon justice no less than upon power. The question is how justice among nations is best achieved."
doc00654,5,Ronald Reagan,"Inflation is down from 12.4 percent to 8.9, and for the month of December it was running at an annualized rate of 5.2 percent. If we had not acted as we did, things would be far worse for all Americans than they are today. Inflation, taxes, and interest rates would all be higher. A year ago, Americans' faith in their governmental process was steadily declining. Six out of 10 Americans were saying they were pessimistic about their future."
doc00655,3,Lyndon B. Johnson,"Prices are rising. Interest rates have passed the peak of 1966; and if there is continued inaction on the tax bill, they will climb even higher. I warn the Congress and the Nation tonight that this failure to act on the tax bill will sweep us into an accelerating spiral of price increases, a slump in homebuilding, and a continuing erosion of the American dollar. This would be a tragedy for every American family. And I predict that if this happens, they will all let us know about it."
doc00656,5,Ronald Reagan,"So, my message to you tonight is put on your work shoes; we're still on the job. History records the power of the ideas that brought us here those 7 years ago-ideas like the individual's right to reach as far and as high as his or her talents will permit; the free market as an engine of economic progress. And as an ancient Chinese philosopher, Lao-tzu, said: ""Govern a great nation as you would cook a small fish; do not overdo it."" [Laughter] Well, these ideas were part of a larger notion, a vision, if you will, of America herselfan America not only rich in opportunity for the individual but an America, too, of strong families and vibrant neighborhoods; an America whose divergent but harmonizing communities were a reflection of a deeper community of values: the value of work, of family, of religion, and of the love of freedom that God places in each of us and whose defense He has entrusted in a special way to this nation. All of this was made possible by an idea I spoke of when Mr."
doc00657,5,Ronald Reagan,"The restoration of a strong, healthy American economy has been and remains one of the central pillars of our foreign policy. The progress I've been able to report to you tonight will, I know, be as warmly welcomed by the rest of the world as it is by the American people. We must also recognize that our own economic well-being is inextricably linked to the world economy. We export over 20 percent of our industrial production, and 40 percent of our farmland produces for export. We will continue to work closely with the industrialized democracies of Europe and Japan and with the International Monetary Fund to ensure it has adequate resources to help bring the world economy back to strong, noninflationary growth."
doc00658,1,Dwight D. Eisenhower,"Today that recession is fading into history, and this without gigantic, hastily-improvised public works projects or untimely tax reductions. A healthy and vigorous recovery has been under way since last May. New homes are being built at the highest rate in several years. Retail sales are at peak levels. Personal income is at an all-time high."
doc00659,2,Harry S Truman,"The responsibility for maintaining our armed forces at the strength necessary for our national safety rests with the Congress. The development of a trained citizen reserve is also vital to our national security. This can best be accomplished through universal training. I have appointed an Advisory Commission on Universal Training to study the various plans for a training program, and I expect that the recommendations of the Commission will be of benefit to the Congress and to me in reaching decisions on this problem. The cost of the military establishment is substantial."
doc00660,1,Dwight D. Eisenhower,"Subsequent special messages and the economic report on January 28 will set forth plans of the Administration and its recommendations for Congressional action. These will include flexible credit and debt management policies; tax measures to stimulate consumer and business spending; suitable lending, guaranteeing, insuring, and grant-in-aid activities; strengthened old-age and unemployment insurance measures; improved agricultural programs; public-works plans laid well in advance; enlarged opportunities for international trade and investment. This mere enumeration of these subjects implies the vast amount of study, coordination, and planning, to say nothing of authorizing legislation, that altogether make our economic preparedness complete. If new conditions arise that require additional administrative or legislative action, the Administration will still be ready. A government always ready, as this is, to take well-timed and vigorous action, and a business community willing, as ours is, to plan ,boldly and with confidence, can between them develop a climate assuring steady economic growth."
doc00661,2,Harry S Truman,"The opportunity must be afforded them to do so. They are the small businessmen of the future. Actually when we talk about small business we are talking about almost all of the Nation's individual businesses. Nine out of every ten concerns fall into this category, and 45 percent of all workers are employed by them. Between 30 and 40 percent of the total value of all business transactions are handled by small business."
doc00662,1,Dwight D. Eisenhower,"The military threat is but one menace to our freedom and security. We must not only deter aggression; we must also frustrate the effort of Communists to gain their goals by subversion. To this end, free nations must maintain and reinforce their cohesion, their internal security, their political and economic vitality, and their faith in freedom. In such a world, America's course is dear:We must tirelessly labor to make the peace more just and durable. We must strengthen the collective defense under the United Nations Charter and gird ourselves with sufficient military strength and productive capacity to discourage resort to war and protect our nation's vital interests."
doc00663,2,Harry S Truman,"Through the use of the waters of the Columbia River, for example, we are creating a rich agricultural area as large as the State of Delaware. At the same time, we are producing power at Grand Coulee and at Bonneville which played a mighty part in winning the war and which will found a great peacetime industry in the Northwest. The Tennessee Valley Authority will resume its peacetime program of promoting full use of the resources of the Valley. We shall continue our plans for the development of the Missouri Valley, the Arkansas Valley, and the Central Valley of California. The Congress has shown itself alive to the practical requirements for a beneficial use of our water resources by providing that preference in the sale of power be given to farmers' cooperatives and public agencies."
doc00664,4,Richard M. Nixon,"Peace has returned to our cities, to our campuses. The 17-year rise in crime has been stopped. We can confidently say today that we are finally beginning to win the war against crime. Right here in this Nation's Capital--which a few years ago was threatening to become the crime capital of the world--the rate in crime has been cut in half. A massive campaign against drug abuse has been organized."
doc00665,1,Dwight D. Eisenhower,"In the world today, the surging and understandable tide of nationalism is marked by widespread revulsion and revolt against tyranny, injustice, inequality and poverty. As individuals, joined in a common hunger for freedom, men and women and even children pit their spirit against guns and tanks. On a larger scale, in an ever more persistent search for the self-respect of authentic sovereignty and the economic base on which national independence must rest, peoples sever old ties; seek new alliances; experiment--sometimes dangerously--in their struggle to satisfy these human aspirations. Particularly, in the past year, this tide has changed the pattern of attitudes and thinking among millions. The changes already accomplished foreshadow a world transformed by the spirit of freedom."
doc00666,2,Harry S Truman,"We must also aid small businessmen and particularly veterans who are competent to start their own businesses. The establishment and development of efficient small business ventures, I believe, will not take away from, but rather will add to, the total business of all enterprises. Even with maximum encouragement of Production, we cannot hope to remove scarcities within a short time. The most serious deficiencies will persist in the fields of residential housing, building materials, and consumers' durable goods. The critical situation makes continued rent control, price control, and priorities, allocations, and inventory controls absolutely essential."
doc00667,1,Dwight D. Eisenhower,"Consequently there is no longer any logic or sense in a condition that required the United States Navy to assume defensive responsibilities on behalf of the Chinese Communists, thus permitting those Communists, with greater impunity, to kill our soldiers and those of our United Nations allies in Korea. I am, therefore, issuing instructions that the Seventh Fleet no longer be employed to shield Communist China. This order implies no aggressive intent on our part. But we certainly have no obligation to protect a nation fighting us in Korea. IV."
doc00668,3,Lyndon B. Johnson,"This Nation is mighty enough, its society is healthy enough, its people are strong enough, to pursue our goals in the rest of the world while still building a Great Society here at home. And that is what I have come here to ask of you tonight. I recommend that you provide the resources to carry forward, with full vigor, the great health and education programs that you enacted into law last year. I recommend that we prosecute with vigor and determination our war on poverty. I recommend that you give a new and daring direction to our foreign aid program, designed to make a maximum attack on hunger and disease and ignorance in those countries that are determined to help themselves, and to help those nations that are trying to control population growth."
doc00669,4,Richard M. Nixon,"It may well be that one of the freshmen Members of the 93d Congress, one of you out there, will deliver his own State of the Union message 27 years from now, in the year 2001. Well, whichever one it is, I want you to be able to look back with pride and to say that your first years here were great years and recall that you were here in this 93d Congress when America ended its longest war and began its longest peace. [At this point, the President paused to acknowledge applause from the audience. He then resumed speaking.] Mr."
doc00670,3,Lyndon B. Johnson,"It has yet to develop the transportation, communications, agriculture, and, above all, the trained men and women without which growth is impossible. There, too, the job will best be done if the nations and peoples of Africa cooperate on a regional basis. More and more our programs for Africa are going to be directed toward self-help. The future of Africa is shadowed by unsolved racial conflicts. Our policy will continue to reflect our basic commitments as a people to support those who are prepared to work towards cooperation and harmony between races, and to help those who demand change but reject the fool's gold of violence."
doc00671,2,Harry S Truman,"If the price line is to be held, if our people are to be protected against the inflationary dangers which confront us, we must do more than extend the Price Control Act. In September we were hopeful that the inflationary pressures would by this time have begun to diminish. We were particularly hopeful on food. Indeed, it was estimated that food prices at retail would drop from 3 to 5 percent in the first six months following the end of the war. In anticipation of this decline in food prices, it was our belief that food subsidies could be removed gradually during the winter and spring months, and eliminated almost completely by June 30 of this year."
doc00672,1,Dwight D. Eisenhower,"These provisions should be corrected in this session of the Congress. As the complex problems of Alaska are resolved, that Territory should expect to achieve statehood. In the meantime, there is no justification for deferring the admission to statehood of Hawaii. I again urge approval of this measure. We have three splendid opportunities to demonstrate the strength of our belief in the right of suffrage."
doc00673,2,Harry S Truman,"We are also devoting our efforts toward world economic recovery and the revival of world trade. These actions are closely related and mutually supporting. We believe that the United States can be an effective force for world peace only if it is strong. We look forward to the day when nations will decrease their armaments. Yet so long as there remains serious opposition to the ideals of a peaceful world, we must maintain strong armed forces."
doc00674,4,Richard M. Nixon,"I will submit special legislation to achieve this purpose. I also continue to support legislation to raise the minimum wage. Higher prices have eroded the purchasing power of workers receiving the current minimum wage. But we must be careful to guard against enacting a bill which includes sharp increases or coverage extensions that would keep low income workers from being employed or a bill with a minimum wage for youths so high that we unwittingly deny them jobs. Finally, we must attack one of the most troublesome problems faced by both rural and urban areas; the existence of persistent and often severe unemployment or low incomes in areas whose character has been altered by changes in our economy and technology."
doc00675,4,Richard M. Nixon,"There could be no more misguided set of priorities than one which would tempt others by weakening America, and thereby endanger the peace of the world. In our foreign policy, we have entered a new era. The world has changed greatly in the 11 years since President John Kennedy said in his Inaugural Address, ""... we shall pay any price, bear any burden, meet any hardship, support any friend, oppose any foe to assure the survival and the success of liberty."" Our policy has been carefully and deliberately adjusted to meet the new realities of the new world we live in. We make today only those commitments we are able and prepared to meet."
