doc_id,industry,text
doc00352,3,yea *claps hands*&nbsp; so great! GORGE! GORGE! GORGE! wait.. where's Shayne?
doc00353,3,"Baru aja visit webforum di plasa.com, eh ada sesuatu yang menarik...newcomer -> GodFather"
doc00354,5,yay i did it.... figured out how to add pics u need to put this in ur post ask me on messenger how... cause i cant do it here.... when i type it out... it puts a picture...
doc00355,5,"Oh, Elm I stole from you again. I do that a lot. I guess it's my way of trying to be a little more like you."
doc00356,5,urlLink them again! hehe &nbsp; urlLink
doc00357,2,"Here are 3 more movies that I recommend watching... 4. THE STORY OF RICKY (dir. Ngai Kai Lam) Anyone who thinks that Ed Wood's PLAN 9 FROM OUTER SPACE is the worst movie ever made probably has not seen this ultimate cheesefest of a HongKong action film. This film is a classic... it is so bad that it is good, it makes PLAN 9 look like CITIZEN KANE. The original Chinese title of the movie is LI WANG, 'LI' as in strength and 'WANG' as in king, which refers to the main character, Ricky... (he is, you see, the King of Strength). Ricky gets sent to prison and goes around fighting all the corrupt guys who run the prison, and that sums up the entire story... But the ultra violent scenes in the film have to be seen to be believed. I don't really remember all the specific details of every fight, but I just know that they were incredibly (and probably unintentionally) funny. For instance, one of the big bosses in the prison is losing a fight with Ricky, and in an act of desperation he pulls out a knife and stabs himself in the gut, spilling his intestines. Ricky, being the hero, rushes to save his life, thinking that he is trying to commit suicide... but you see, the bad guy was bluffing, and once Ricky gets near enough, he grabs his own intestines and strangles Ricky with them, and he lets out this evil laugh and says to Ricky ""Ha ha... Ni Bei Pian Le...""(trans. ""Haha... Sucker...""). I remember this scene so well as it has been burned forever in my brain due to its unbelievable stupidity and cheesiness. (One of Peter Jackson's earlier movies, BRAINDEAD, a zombie send-up, was a huge film-festival hit purely on the basis that it delivered entertaining cheesy violence and it was one of the first films I'd seen that used ultra violent scenes as comedic tools. This success was again replicated by the Spierig Brothers' first feature film THE UNDEAD... it's such a pity that THE STORY OF RICKY was not entered in any film-fests...) This film is extremely hard to find, so if you happen to come across a VCD of this movie... BUY IT!!! Do not hesitate! Trust me, there is no other film like it. 5. PI (dir. Darren Aronofsky) Before I talk about this movie, let me talk about this tutor I had in my first year of Uni. This guy was way cool, coz he was different from all the other tutors who kept talking about informing your design thematic with a unifying philosophy. Most of them liked to refer to Heidegger and Barthes when explaining their architectural designs. But when I asked this guy what was his underlying thematic when he created his designs, instead of going on about how the interior spaces are a reflection of the language of human emotions which are a contradiction of the meaning of existence and the search for whatever crap some German guy went on about... he just said that the design was kind of influenced by cyber-punkish aesthetics... Okay, I may sound like an ignorant dumb ass here, but why can't design be that straightforward instead of having the need to relate it to what some dead guys said years ago? Isn't that just an exercise to make yourself appear more intelligent so that you can impress or put down people who have no idea what you are talking about? Anyway, this tutor is quite a film buff (he does 3D animation work for short films as a sideline), and we talked a lot about all the movies that we liked. He recommended this movie, PI, about a mathematician who is on the verge of reducing chaos theory into a single formula, which has the potential to unlock the universal patterns found in nature and thus predict the future. Unavoidably, he becomes involved in a struggle for power between capitalists who want the formula to predict the stock market, and some rabbis who want to unlock the secrets of the Torah.(Apparently the Hebrew language is based on a numerological system) This movie came out around the same time as the first MATRIX, and we were discussing the similarities that they had in the opening sequences. Where the MATRIX had this screensaver thing with the green code that flooded the screen while PI flooded the screen with the value of pi, which goes on forever. When I compared these two movies together, I kind of realised how full of shit the MATRIX was, I mean, for the MATRIX opening sequence, they basically appropriated Katakana alphabets and fashioned them into this supposed new code that the MATRIX is built on. That's just trying to look cool without any substance, because they never explain how computer code evolved from a base number system into a pictorial alphabet system (which I think is quite impractical to use as code). (I hope that doesn't sound too nerdy.) The point is, PI doesn't go for cheap aesthetics like the MATRIX, which is just a movie about making cool looking scenes with 3D graphics.(Okay, some of you may say that I'm a hypocrite after what I said about architectural design being too weighed down with unnecessary philosophical ideas, but I think it's different when it comes to film, because films fall flat and fail to engage when there isn't enough substance, but buildings are not held together by notions and ideas) This film is Darren Aronofsky's first feature and after this one he made REQUIEM FOR A DREAM, about drug addicts, which I also recommend. I'm a big fan of Darren now... it was disappointing to hear that he is no longer gonna do the BATMAN: YEAR ONE movie, that would definitely have kicked some serious ass. 6. LONE WOLF AND CUB - WHITE HEAVEN IN HELL (dir. Yoshiyuki Kuroda) This is the culminating movie in a series of six films made in the early seventies based on Kazuo Koike's smash hit samurai manga series, LONE WOLF AND CUB. These comics were translated and published in the US in the late eighties with the covers drawn by Frank Miller, who also wrote the introduction for every issue. I was a huge fan of these comics when I was in Primary School, and when I first heard that they made live action movies of them, with the screenplays written by Kazuo Koike himself, I almost shat myself. Basically, what I'm trying to say is that I have a personal bias, it is a huge thrill for me to see the manga in live action. LONE WOLF AND CUB is basically about Ogami Itto(the Lone wolf), a former executioner for the shogun, now a wandering samurai for hire, on a bloody journey to revenge. Accompanying him is his infant son, Daigoro(the cub), the last surviving member of his family who were killed by a rival clan of samurai, the Yagyus. The Yagyus had Ogami Itto framed in order to take over the much sought after job of the shogunate executioner. (This premise, in my opinion, was ripped off in ROAD TO PERDITION, also a movie based on a comic book about a Mafia Hitman who was framed and forced to go on the run as a gun for hire with his son, the last surviving member of his family.) The series of six LONE WOLF movies (also known as the BABY CART series), had very similar storylines... Itto basically roams around, pushing his son in a baby cart and kills people for money. At the same time, he has to fend off assassins who are sent by the Yagyus. The fight scenes are terrific, especially when you see all the hidden weapons that have been engineered into the seemingly innocent baby cart... but the movies do get a bit repetitive once you've seen four or five of them. However, the last movie redeems the whole series as this one has the most incredible climactic fight scene I've ever seen in any movie... After killing off every single one of the assassins sent by the Yagyus, Itto now has to face the remaining members of the Yagyu clan, all 5000 of them. This showdown was shot on location at a breathtaking snow-covered mountainous region and the scene where 5000 extras charge down towards Itto and his baby cart is equally breathtaking(especially considering that no CG was used unlike the LORD OF THE RINGS and MATRIX RELOADED). Another thing that I liked about the movies is the casting of the role of Ogami Itto. In the comics, Itto is drawn as square jawed, handsome and heroic, but the guy who plays him in the movies is an overweight, middle aged man who looks a lot like Anthony Wong. This allows the character in the movies to shift between two personas effectively, one is that of an innocent looking father with his son, and the other is a ruthless warrior with cold, intense eyes."
doc00358,1,"For myself, the historicity of a representation of a figure such as Jesus or the Buddha is completely irrelevant. What matters to me are the words and the act(s). My own research has revealed that Gibson intended to film an interpretation, albeit one that is more ""gritty"" and ""violent."" In that sense -- and in that sense only -- it seems that the film can be tested against realism. In terms of event and image, it is, like all films, a personal visual exploration. As Ebert often says, a movie is not about what it is about, but how it is about it. As a sidenote, there is a curious need in modern society to equate ""veracity"" with ""truth,"" as if they have anything at all to do with each other. At least once a year, a newsmagazine devotes a cover story to the ""real Jesus,"" the ""real Muhammed,"" the ""real Whoever"" -- as if evidence matters in the search for truth. Evidence yields nothing but data. Data has its uses, and for many from the 18th century Enlightenment onward, its presence can evoke deep satisfaction -- but in the great cocktail party of the universe, beyond nodding to each other at the cheese table, data and faith have very little to talk about."
doc00359,6,"I'm going running and it seems like just 6 hours ago I was crawling into bed all sleepy like. Damn you HOT room and damn you lack of sleep. I'm going running! Ha body, that'll show you! Peace- T"
doc00360,4,"urlLink I yam what I yam...Meoooooowwwwrrrrr.... I've succumbed to temptation. Nothing serious. Just 3 digestive LIGHT cookies at 2am in the night. Bah. Yes, I have been unsuccessfully trying to curb my food intake which is just a phrase better than the word - DIET. Short-term reasoning = important magazine shoot in two days. Long-term reasoning = I just wanna look good can? :P Before I get anyone riled up about how women love to say that they're fat when in fact they're not, let me just state that I ain't fat. Like what a dear friend would say, I'm just FUZZY around the edges. Hmm. Sounds better than my usual nicked punchline, ""I AIN'T FAT, I'M JUST BIG-BONED!"" Fine, I'm just a funky chunky munky. Heh. I've come to realise that being happy with yourself exudes that certain sense of confidence. Not too pompous but just that simple satisfaction about who you really are. In this blood-sucking industry I swim in, it's been a tough battle to keep up that confidence. Especially when majority of the masses can be so utterly judgemental. As one prominent make-up artist would put it, ""WAH, it's you ah...I thought who's this auntie that just walked in leh...why you so fat now?"" Thanks but no thanks. Sheesh. I'm phat like dat aight! Even when I was in my illest state on a hospital bed, I was still fairly bulky. So why the hell is everyone giving me pressure to be a skinny ass? It's no wonder I love shopping for clothes in the States. I'm considered a PETITE over there. Woohoo! Feel good time. Moreover, they give allowance to broad shoulders like mine in their tee shirt cuts. Unlike the usual small shoulders and short torso pieces we have here. Get real, priz. Nonetheless, I have been rather fortunate at this time of my life. I've managed to secure most of my jobs due to my spunky personality and bursting talent rather than how I look. So they say lah. At least there are still those who see through the facade of twiggy glory. Hurrah. Well, I am now awaiting good news with bated breath for my next job based on that presumption. Non-grago, non-modelle vee jey....Hmm, I might be the first-ever! Ha! Wish me luck! :) In the meantime, it's back to the gymmy now that my dates are more flexi. Yoga anyone?"
doc00361,4,Yahuk Yahuk. You're all so funny. XD
doc00362,5,"Music: Catch 22 x Wine Stained Lips Mood: Confused and Such I hate it how my mum knows what's wrong with me. I'm in a bad mood and she knows why, but she asks me anyways... makes me tell her why. And it's not like I can not tell her, because you know that she'll sit there and force it out of you in the end. She just... prys I guess. Not in a bad way though. She prys because she knows that I'll feel better once I tell her, but it's still annoying!! So, I wanna get my nose pierced. I don't really know why, but, I do. It's just that everyone has it pierced these days, and as you all know, I hate following trends. I don't even know if it would look good. And I cannot find the Bowling for Soup cover of Baby, One More Time. I have a Fountains of Wayne cover, but it's just not the same. I'm so impatient. I never want to wait for things to happen. I want instant results. Is that bad, or am I normal for being like that? What's worse though, is that I don't usually do anything about it. I just let things happen, then bitch about it later. Am I hypocritical or something? I don't even know. I'm impatient. I just want him to say yes, then I can stop wondering if he likes me. I can stop wondering if I have a flying chance with him. I'm going to go eat the reminants of my birthday cake."
doc00363,5,"Good evening My eyes close on me. They feel unusually weighty. Like the cross. I have come to the conclusion. Who killed JESUS? I DID. And I'm sorry about it. It rained today, just as I'd predicted, at the time I predicted. Can be used as a good evangelical tool. I reminded Ziz and he told me ""By the power of God almighty"". I don't know what to say to that, but I wholeheartedly agree. I watched the passion today. Was uncharacteristically detached during the course of the gorish binge. Wouldn't actually call it a binge, but it makes me sound clever. I did flinch and occasionally scream at the screen for them to ""STOP HITTING HIM ALREADY!!!"" MY GOD IS GOOD and he did that for me. The very one who murdered him. Cried many times in service. I will cling to the old rugged cross and exchange it some day for a crown."
doc00364,6,"I don't know how men can be such jerks. I hate men. I guess being raised by women and not growing up with a father has something to do with it. Especially after being lied to about his existence. For some reason unbeknownst to me, I was afraid to ask my mom about my dad, and she never talked about him. Ever. I asked my aunts and cousins who he was. My cousins didn't know. One Aunt told me he was a no-good drunk and I didn't want to know him. Another Aunt told me he was dead. I never asked about him again. I always wondered why I didn't have a dad, and was ashamed to tell anyone. Back in the 60's it was taboo to not have a dad. Especially with the Irish Catholics. (My mom stopped taking me to church at an early age for some reason...) I was a secret. It was heartbreaking to see other kids with their dads. I remember when I was 11 years old, and my Mom and I moved to another relatives house. I ended up making a friend with a kid named Dominic. We became best friends. He was my only friend. One night he started bragging about where his dad worked and telling me about how strong his dad was. He then asked me where my dad worked. I told him I didn't have a dad. This blew him away. His jaw dropped, his eyes nearly popped out of his head, and he said to me, ""That means you're a Bastard! You're a son of a bitch!"" He said he had to go, and never talked to me again. (I believe his family was devout Catholic.) This shocked me. The reality of the situation really started to hit me that night. I was something that people are afraid of. Not having a dad was a lot more serious than I thought. I don't know why he called me a son of a bitch, and I later found out what a bastard was. I never again told any kids I didn't have a father. I lied several times to other kids about my dad after that episode. I found out I was half Italian when I was 16. I managed to lie through school saying I was 100% Irish. I finally asked my Aunt. When I was 23 my uncle asked me if my mom ever told me who my dad was. (my uncle will be another post; a big post) I told him no. He must've said something to my mom and she called me and asked me to meet her. I was shocked to learn that he actually lived about 2 miles from where I grew up (age 11-18), and he had a wife and 4 daughters. Apparently, his wife and daughters didn't know about me. After I found out, I got really drunk with my friends and went to his house. I knocked on the screen door and his wife was sitting on the chair in the living room. She looked up at me and said ""What do you want!"" I told her I'm (my mom)'s son, and I'm here to see Joe (my father ). My father came around the bar, stirring a drink, looking at the door. He had an older couple behind him. He came up to the screen door and we just looked into each other's eyes for what seemed like an eternity. They were my eyes . I was looking at my eyes . It was so strange. He finally said, ""Can you come back another time? I have company."" I said ""Sure. I just wanted to stop by and say hello."" I turned around and left. Well, I guess I let the cat out of the bag. I heard his wife divorced him after that. I didn't want that to happen. It just did. Revenge of the bastard son. That was back in 1983. You know he still never tried to contact me. I guess someone will tell me when he dies. I never got the balls to contact my sisters. I don't know them, and I don't know if they know about me. If so, do they hold me responsible for their parents divorce? I don't remember the 4 girls from school. 2 are older than me and 2 are younger than me. I guess I never met them. I am the secret. I am the bastard son."
doc00365,5,"It's no secret that a lot of people have been trying to get into Exun these past few days because of an unexplained surge in publicity. We've decided that we will state in a lucid manner what we are looking for and what we are not looking for. This log entry shall get a permanent link on the sidebar so that we can easily point people to it. Let me get to the point now. We want members in the following categories: Senior Quizzing (Class X to XII) Debating, Declamation & Group Discussion (Public Speaking - Class IX to XII) Software Display (Programmers in VC++, VB who have made some kind of software ) Junior Programming (Class VI to VIII, knowledge of QBASIC) Senior Programming (Class X to XII) applicants please read: We have many good senior programmers in Exun already and quite frankly we're saturated at the moment. Our priority right now is to send the existing programmers for events and competitions. Taking new programmers at this stage will do nobody any good. You may still apply for Senior Programming but be assured that unless you're really brilliant, your chances of getting in are low. Junior Programming Since QBASIC is no longer taught at Class VIII level (instead Visual Basic is taught), the Programming Department of Exun is planning to conduct a Logic Test for Class VIII very soon, from which promising students will be trained in QBASIC. Software Display Students who have made software in Visual Basic or Visual C++ (any software with a GUI) are invited to come and show their software to us (see below). We're looking for good software that can be sent for Software Display competitions. Senior Quizzing The toughest amongst them all. Hop along if you think you know about computers and we'll test you (see below). Other categories are: Digital Imaging Flash Animation Web Designing For these three, students are expected to bring a piece (or pieces) of original work and show it to us. We can judge you then. Again, see below. See belows Wherever See Below has been mentioned: Exun members are present in the eGurucool Lab (F-Block) during Break time everyday. Look for the Presidents (Maanick Nangia or Karan Misra) and if you can't find them, try to locate Mr. Mukesh Kumar. You can also email at urlLink exunclan@gmail.com or comment on this post if you have any queries (or if I forgot to mention something). --Karan"
doc00366,2,"finally, yesasia informed me my package has been shipped out! I cannot wait for this advance birthday present! Even if its a month ahead. Now, I wonder when Tito randy will go back to LA? Or else I am doomed to have to wait for my relatives to arrive in July and bring it here. i just know I will never hear the end of it, when they see the Korean stuff in the package. Aaaccckkkk.... I am just as bad as Andrew was. To think I was mocking Andrew for his obsession with Thai music. Now, look at me??!!! Horrific for me."
doc00367,4,"I just finished my six weeks of intense math camp.........And a short two and half day ASB Leadership camp!!!!!!!!!! Wow...........Way too much to say............... The math camp has elevated my life to a new dimension, with numerous epiphanies occuring and many new friends and bonds made. And many valuable lessons I've learned from math camp, including the fact that I felt incredibly stupid when I was immersed in a sea of of 23 geniuses. And how important friendship and ""constructive"" competition is. And that's besides all the six week full time math we learned. I miss the university setting soooooooooooooooooo incredibly much!!!!!!!!!!! I wish I could just be a college student and live in the McMahon dorm from now on for the next few years! Home only brings me the memories of stress, depression, loneliness.............and what not. While the math camp at the university was completely motivational, stress-free, fun......Fun together with learning/bonding experience. Otherwise, the ASB retreat was mostly a taste of what we have to do next year, the responsibilities we have, the goals we have, and the people we are going to working with. It was quite interesting.........We'll see next year............Although I seriously wish Ms.Clark was still here! Thomas Chen"
doc00368,5,urlLink Pretty good photo of our Court House.&nbsp; urlLink
doc00369,4,"Back from KY Just got back from Kentucky, back to exam studying for me. I've got my first one Saturday, and then I have two more in five days. That may not sound that bad, but I don't look forward to it."
doc00370,1,"I don't own a tank top and I don't think I have ""camp bravado""!"
doc00371,3,"Wow! One-fourth of the way done. Amazing. So just for the record, I haven't gained any weight, but Mark has gained 5 lbs. Hee hee... But not to worry Mark, I am sure I will out gain you later. The baby is two inches this week. And is now reacting to the foods I eat. I think it reacts to my sneezing too because my abdomen tenses and flutters. It's cool. I've never felt anything like it."
doc00372,6,"...*L*...some crazy bullshit. My time was spent Saturday evening in Window Rock AZ in hopes of seeing/hearing Soulfly perform. This wasn't the case. The outcome was ""Fuck Soulfly!"" I don't know what to say about these type of performances on the reservation with major headlining artists such as Soulfly or any other ""big named"" bands. Personally I don't think they should have these types of events on the reservation...should stick with LOCAL acts only. Mainly because the lil towns in which they have these events are small, not enough audiences (unless of course it is known that there will be a huge audience). Peeps have to come from distance towns just to see these acts (three hours for us). I feel major artists should stick with cities or bigger towns, just because they have the numbers to fill venues, etc. That's just my opinion. Well I had no feelings whatsoever about what had happened. My thoughts were ""I'll see them in the future."" And despite what others feel/think about Soulfly (out of those who witnessed what happened), I still think they are a great band and will continue to enjoy their music. Oh, and at least I got half of my money back :P While we were there, we ran into Hear Lies Treachery and Swell Chemistry. What's cool about running into them was....well at first I recognized the natives in the group...I was like ""hey, you’re *insert band name here*"" for both bands...and the entire band turns around and are...heck, helluva cool, shaking hands and talkative...unlike other bands where your like ""hey, you’re..."" and only one of the members turns and are like ""hey."" So yea, that was cool. I think both performed a great set...better than the rest I think. There's a lot more to mention about this event...but I won't go into details. I'm thinking of adding music to my blog..but I don't know of any host sites where I can convert MP3s to .wav files. There are probably simpler ways to do this...I know there are peeps who view this blog of mine...and I guess right now I'm asking for help from whoever reads this blog and knows a bit more about what I'm trying to do here. Email details to jkd_johnson@yahoo.com. I don't have much else to say...I should post this entry now, and work on putting music on this thing."
doc00373,3,This is my wonderful creation of a blog...I think I'll use it to say what I'm doing on my summer vacation for my friends. Possibly some other things as well. I like urlLink ISketch . It is my favorite computer pass-time! Yay! Cya Heather
doc00374,2,"The problem probably started when I told Marcus I’d also be applying to a school in Michigan and North Carolina. He’s not fond of any of those states, and I offhandedly made the remark that we might have to break up if things didn’t work out. Now, he’s talking about leaving in December (May is my deadline). My position is similar to what yours was, but there is no question in my mind that I’m leaving for school. I’m also not thinking of him as being the one I want to marry, even though our kids would be so cute (he doesn’t think this talk is funny). The biggest plus is if we break up this way, we’ll still be friends. I’m going to cry, or maybe just tear up a little. Marcus can’t take his work anymore and has a sure thing waiting for him in Minneapolis. The city has impressed him. However, I don’t want to leave without knowing which school I’ll be attending. I’ll also be able to save up much more money here. I don’t know if things are going to work out, but the possibilities are frustrating. I'm being selfish... I know."
doc00375,4,Mrs. Clark I missed you too. The AP tests were so fun. ~Frank
doc00376,6,"Done ur quiz, Jackiemus. You never gave a final answer, Tom, for your quiz thingy. MAX PAYNE II ON FRIDAY!!!! WOOOOOOOOOOOO!!!!!!!!!!!!!!"
doc00377,6,"urlLink Burning books in the news (be sure to note the name of the preacher and the church). As a writer, I wholeheartedly support churches burning books. One of two situations must apply - either the church ordered its parishioners to steal the books, in which case I can savor the irony, or they used their tithings to buy the freaking things, thus supporting the industry they attack. Book burning is a good metaphor for religion - flame and noise and hatred and finger-pointing with no real impact on their appointed enemies. Besides, they need their enemies. Without them they'll have to point those fingers at themselves. I think I'll dedicate my first novel to Satan in the hopes that many religions will want to burn it. If any religious representatives want to place an early order, urlLink e-mail me and let me know. I'll see that your church gets a good discount based on volume."
doc00378,4,"&emailalert=no&email=adgrant@indiana.edu&url=http://closeproximity.blogspot.com&name=Proximity&bgcolor=003399&fcolor=FFFFFF&link=FFFFCC&words=comments&title=Comments &width=350&height=350""> I am perhaps the most boring person in the world right now. If you would call me on the phone, I would have absolutely nothing to say. It's true..I's happened several times already this week. Anyway, I really love learning about shit from the days of yore, and I have spent the past few days trying to find 1890's newspaper advertisements about tea and women's culture for a paper. I came across the coolest source, an online archive of Harper's Weekly, an old society-driven newspaper now turned magazine, with some great stuff. Also, for anyone that likes to drink tea, I highly recommend black ceylon tea flavored with rose. I purchased some from an international market, and it is my new favorite beverage. My box of tea is from Sri Lanka, and I'm not sure if the rose flavor is done often in American-produced teas. I also learned that putting a cinnamon stick in a cup of tea is a nice alternative to using sugar. Ok, I'll stop being 90 years old now."
doc00379,1,"Last night was very...interesting. Dennis, Mistress' boyfriend...for now. This morning she was talking to him and found out HE HAS A DAUGHTER WITH ANOTHER GIRL that wasn't even his gf at the time or something like that whole Usher deal. Hah! But he should have told her sooner. She said she will break up with him tomorrow. Last night...I....I was lonely, though she was there, because she has Dennis and said I wasn't allowed to kiss her and I wanted to just hold her so bad and after a while I just kissed her. She kissed me back but I'm like, I'm sorry. She's like don't be. Then I did it again and she stopped me and was like ""WhY? WHY do you want to kiss me?"" And as Matt says, you dont ask questions like that to the Megan. Whatever. So stupid little Megan went downstairs and filled an empty bottle with some of Dad's wine and SHIT IT BURNS but idiotic Megan got herself drunk and prozaced up and such. I don't know. I'm all like....blah. So I talked to Matt and Fitzy on the phone all night and just rambled and I didn't puke!! :-D cuz I wanted to. This morning I haven't eaten really. I tried multiple times. My head hurts and my ears ache and I feel like shit and I'm tired and we watched LOSER which is one of those good movies that put you in one of those moods like...I am going to change something. But the feeling lasts for like 2 seconds. I have been trying to write myself through this but all my words in my head aka thoughts are FUCKEDEDEDED up. I cant think, so yeah... DUST... &nbsp; *pukes*"
doc00380,4,"There's something really cool about starting a new blog....that is something cool besides the fact that my old ones tend to get bogged down with a bunch of shite that I really don't care for the masses to read and it's easier to create than to delete. So, here it is....yet another new one. Hopefully this one will stick to the 'not so much about me' theme that the other one was supposed to. Wish me luck with that ok? And since I'm in a bit of an 'all about me' mode right now...well, I'm going to stop typing and come back when I can give you some real food for thought or at the very least a good rip on Geedubya!"
doc00381,3,"My friend Liza Galon sent me this, very nice... My mother was a fanatic about public toilets. As a little girl, she'd bring me in the stall, teach me to wad up toilet paper and wipe the seat. Then, she'd carefully lay strips of toilet paper to cover the seat. Finally, she'd instruct, 'Never, never sit on a public toilet seat.' And she'd demonstrate 'The Stance,' which consisted of balancing over the toilet in a sitting position without actually letting any of your flesh make contact with the toilet seat. But by this time, I'd have gotten wet down my leg. And we'd go home. That was a long time ago. Even now in our more mature years, The Stance is excruciatingly difficult to maintain when one's bladder is especially full. ""When you have to go to a public bathroom, you find a line of women that makes you think there's a half-price sale on Mel Gibson's underwear in there. So, you wait and smile politely at all the other ladies, also crossing their legs and smiling politely. And you finally get closer. You check for feet under the stall doors. Every one is occupied. Finally, a stall door opens and you dash, nearly knocking down the woman leaving the stall. You get in to find the door won't latch. It doesn't matter. You hang your purse on the door hook, yank down your pants and assume 'The Stance.' ""Relief. More relief. Then your thighs begin to shake. You'd love to sit down but you certainly hadn't taken time to wipe the seat or lay toilet paper on it, so you hold 'The Stance' as your thighs experience a quake that would register an eight on the Richter scale. To take your mind off it, you reach for the toilet paper. The toilet paper dispenser is empty. Your thighs shake more. ""You remember the tiny tissue that you blew your nose on-that's in your purse. It would have to do. You crumble it in the puffiest way possible. It is still smaller than your thumbnail. ""Someone pushes open your stall door because the latch doesn't work and your purse whams you in the head. ""Occupied!"" you scream as you reach out for the door, dropping your tissue in a puddle and falling backward, directly onto the toilet seat. ""You get up quickly, but it's too late. Your bare bottom has made contact with all the germs and life forms on the bare seat because YOU never laid down toilet paper, not that there was any, even if you had enough time to. And your mother would be utterly ashamed of you if she knew, because her bare bottom never touched a public toilet seat because, frankly, 'You don't know what kind of diseases you could get.' ""By this time, the automatic sensor on the back of the toilet is so confused that it flushes, sending up a stream of water akin to a fountain and then it suddenly sucks everything down with such force that you grab onto the toilet paper dispenser for fear of being dragged to China. At that point, you give up. ""You're soaked by the splashing water. You're exhausted. You try to wipe with a Chicklet wrapper you found in your pocket then slink out inconspicuously to the sinks. ""You can't figure out how to operate the sinks with the automatic sensors, so you wipe your hands with spit and a dry paper towel and walk past a line of women, still waiting, cross-legged and unable to smile politely at this point. ""One kind soul at the very end of the line points out that you are trailing a piece of toilet paper on your shoe as long as the Mississippi River! You yank the paper from your shoe, plunk it in the woman's hand and say warmly, 'Here. You might need this.' ""At this time, you see your spouse, who has entered, used and exited his bathroom and read a copy of 'War and Peace' while waiting for you. ""'What took you so long?' he asks, annoyed. This is when you kick him sharply in the shin and go home. ""This is dedicated to all women everywhere who have ever had to deal with a public toilet. And it finally explains to all you men what takes us so long."" Other noteworthy immortal words of wisdom from my mom included: (1) Pinch your nose every evening so that it would grow to be aquiline (didn't work). (2) Never mix drinks. (Ignored up to the point when I woke up one morning after and thought my head would fall off.) (3) ""Nice girls don't smoke."" (No comment.) (4) Make sure your underwear has no holes on it; you never know when you'll meet with an accident. (5) Don't wear pencil skirts when your behind is completely flat! (Also ignored.) (6) No matter how pretty or smart you are, there'll always be someone prettier or smarter. (7) The fate of a plain woman is often envied by a pretty woman. (8) Never say, of these waters I will not drink. (9) If you don't stop frowning, your face will freeze and you'll be ugly forever. (10) Never go out into the sun without an umbrella or headgear; you don't see farmers in bikinis, do you? (11) If you don't stop showing off how smart you are, no one will ever marry you."
doc00382,5,"Super Tuesday. Or whatever the hell that means. So after less than an hour of plugging away at the piano, I have given up. For the night, never fear. I am just so tired it's bad. lol. And there goes my word sense. The only other intelligent thing--or things, actually--are tirades against fat people and a meditation on homosexual people. Neither of which you really want to hear. Argh. I'm okay, really...I don't mind what's going on around me, it's just that I'm tired and I have a lot on my plate and I just wish I had something to make this all feel better."
doc00383,1,"paul as a v.o.r.! wow, what's this world coming to?"
